s,D0_U5.87_F_2mA,D0_U9.A8_F_2mA,D0_U1.AA17_F_2mA,D0_U8.G3_F_2mA
6.95E-08,0.338407785,0.367202401,0.388120711,0.413301229
6.96E-08,0.319719344,0.353821635,0.416241914,0.379984707
6.96E-08,0.311223596,0.347497076,0.429025769,0.364839047
6.97E-08,0.299899876,0.334217042,0.44907102,0.334615618
6.97E-08,0.293969035,0.326782346,0.459569842,0.318785906
6.98E-08,0.288775146,0.313263237,0.469065756,0.294674814
6.98E-08,0.285658598,0.305075467,0.474763691,0.280207098
6.99E-08,0.283835173,0.29211235,0.473022342,0.263746738
6.99E-08,0.282587498,0.284143984,0.471830815,0.252483815
7.00E-08,0.281039566,0.273111343,0.459829569,0.243726805
7.00E-08,0.279835761,0.266583174,0.450496376,0.236916602
7.01E-08,0.276390135,0.258655131,0.430576026,0.234764025
7.01E-08,0.273349851,0.254506707,0.412998974,0.232864663
7.02E-08,0.26748687,0.250081748,0.388460279,0.235518068
7.02E-08,0.261623859,0.248522341,0.363921553,0.238171488
7.03E-08,0.254431963,0.247060597,0.338403642,0.243555799
7.03E-08,0.246280104,0.247310102,0.309479654,0.249658778
7.04E-08,0.239698306,0.247515574,0.28616786,0.255758554
7.04E-08,0.231236279,0.248038098,0.256196588,0.263600856
7.05E-08,0.227011934,0.248415485,0.237419575,0.268714815
7.05E-08,0.220838204,0.247648567,0.209977701,0.276188672
7.06E-08,0.219704971,0.247164264,0.196845785,0.279119045
7.06E-08,0.217816055,0.244291201,0.174956903,0.284003496
7.07E-08,0.219269812,0.242710873,0.16753532,0.284154892
7.08E-08,0.2220449,0.238073304,0.15336816,0.284443915
7.08E-08,0.22472626,0.235865176,0.15075551,0.281816691
7.09E-08,0.230626404,0.230759084,0.145006567,0.276035696
7.09E-08,0.233036384,0.228670642,0.145826772,0.271170765
7.10E-08,0.239195794,0.224617019,0.147923037,0.258737028
7.10E-08,0.240331233,0.223206818,0.150689185,0.252568811
7.11E-08,0.243736953,0.221181765,0.158986136,0.23406744
7.11E-08,0.243379295,0.220591187,0.162381589,0.227704644
7.12E-08,0.242101699,0.220279649,0.17451033,0.204976439
7.12E-08,0.240680173,0.22020489,0.177569404,0.199417397
7.13E-08,0.23451969,0.219836131,0.190826505,0.175326213
7.13E-08,0.232712403,0.219765216,0.192996055,0.171230167
7.14E-08,0.222951472,0.216666818,0.204713494,0.149108008
7.14E-08,0.221291155,0.216207862,0.205853134,0.146674976
7.15E-08,0.209668085,0.207914427,0.213831201,0.129642427
7.15E-08,0.208373412,0.207025275,0.214096114,0.128636658
7.16E-08,0.195866257,0.192490384,0.216655284,0.118920512
7.16E-08,0.194941923,0.191488057,0.216405466,0.118815526
7.17E-08,0.181074828,0.171697199,0.212657675,0.117240459
7.17E-08,0.180530891,0.171037599,0.212334573,0.117427617
7.18E-08,0.163667455,0.148735747,0.202317834,0.123229973
7.19E-08,0.142861947,0.128140077,0.187546447,0.133911073
7.19E-08,0.142190889,0.127621025,0.187070012,0.134255573
7.20E-08,0.118384659,0.112047352,0.170176774,0.146292612
7.20E-08,0.116797805,0.111375563,0.169050723,0.147094965
7.21E-08,0.092521489,0.101633914,0.152293488,0.157531381
7.21E-08,0.09001033,0.101114154,0.150560111,0.158610925
7.22E-08,0.069296479,0.096262321,0.135848358,0.165288046
7.22E-08,0.066337816,0.095978945,0.133747011,0.166241765
7.23E-08,0.053246513,0.094065987,0.122345917,0.167937621
7.23E-08,0.050821345,0.093898438,0.120233864,0.168251783
7.24E-08,0.047794182,0.093027487,0.112611994,0.164639041
7.24E-08,0.047095664,0.092834689,0.110853247,0.163805395
7.25E-08,0.053934202,0.092031226,0.106718935,0.155310109
7.25E-08,0.055848662,0.091868013,0.105561525,0.152931839
7.26E-08,0.069752127,0.09130837,0.104038604,0.140564278
7.26E-08,0.074387453,0.091507472,0.103530876,0.136441022
7.27E-08,0.091018565,0.092079803,0.103439189,0.121630825
7.28E-08,0.097525775,0.093112774,0.103403315,0.115836076
7.28E-08,0.112549566,0.095638052,0.103571609,0.100295372
7.29E-08,0.119379364,0.097809963,0.103648119,0.093230583
7.29E-08,0.129820034,0.102370471,0.103177212,0.078777358
7.30E-08,0.13528946,0.105486907,0.102930523,0.071205914
7.30E-08,0.140146062,0.111152664,0.101333551,0.059523787
7.31E-08,0.143059716,0.114354156,0.100375473,0.052515268
7.31E-08,0.143056616,0.119423769,0.097604237,0.044860788
7.32E-08,0.143054485,0.121331774,0.095708027,0.039623234
7.32E-08,0.139779419,0.123973504,0.092049614,0.036566641
7.33E-08,0.137232453,0.123156749,0.089204527,0.034189578
7.33E-08,0.132168993,0.122164853,0.085113786,0.035502415
7.34E-08,0.127701163,0.117755614,0.081504248,0.03666082
7.34E-08,0.12163315,0.113052472,0.077487074,0.041380499
7.35E-08,0.115565136,0.105200291,0.0734699,0.046100177
7.35E-08,0.108576432,0.097838804,0.069976151,0.052765857
7.36E-08,0.100657038,0.087763764,0.066017136,0.060319204
7.36E-08,0.092593476,0.079465397,0.063374706,0.067316823
7.37E-08,0.082226396,0.069059759,0.059977408,0.076313451
7.37E-08,0.073260993,0.061544228,0.058362756,0.082239337
7.38E-08,0.060158405,0.052702822,0.056003004,0.090899803
7.38E-08,0.051100742,0.047119409,0.055437893,0.094825603
7.39E-08,0.036003005,0.041064356,0.054495934,0.101369306
7.39E-08,0.028162446,0.037733782,0.054852486,0.102945015
7.40E-08,0.013195506,0.034627087,0.055533107,0.105952896
7.40E-08,0.007893858,0.033147544,0.05655184,0.105341226
7.41E-08,-0.003768395,0.032192938,0.058792785,0.103995703
7.42E-08,-0.005776048,0.031802457,0.060126647,0.101710789
7.42E-08,-0.010907196,0.031803068,0.063535728,0.095871024
7.43E-08,-0.009776799,0.03180328,0.064819902,0.092586033
7.43E-08,-0.006386216,0.031905033,0.068671741,0.082732841
7.44E-08,-0.003116082,0.031934708,0.069600217,0.079120509
7.44E-08,0.008564986,0.032139197,0.072916761,0.06621708
7.45E-08,0.012566553,0.032188267,0.07331121,0.062836096
7.45E-08,0.029908119,0.033340145,0.075020634,0.048183944
7.46E-08,0.033383381,0.033561736,0.074864984,0.045427866
7.46E-08,0.052143198,0.036811255,0.074024789,0.030550279
7.47E-08,0.054396071,0.037292626,0.07345821,0.028630795
7.48E-08,0.070168622,0.043292239,0.069491521,0.015192339
7.48E-08,0.071171001,0.043934956,0.068754271,0.014127648
7.49E-08,0.080861419,0.052161444,0.061626971,0.003834872
7.49E-08,0.08104106,0.052728746,0.06097845,0.00346116
7.50E-08,0.083736077,0.061288711,0.051249262,-0.002145327
7.50E-08,0.083634213,0.061574001,0.05088583,-0.00214042
7.51E-08,0.080475971,0.067672603,0.03961787,-0.001988275
7.52E-08,0.073869087,0.06860432,0.028540036,0.004005989
7.52E-08,0.073655978,0.06843508,0.028182711,0.004199339
7.53E-08,0.065855011,0.063357204,0.018939489,0.014630739
7.53E-08,0.06533502,0.062677048,0.018323364,0.015326065
7.54E-08,0.057075214,0.052814092,0.011806949,0.028088616
7.54E-08,0.056220815,0.051523086,0.011132888,0.029408783
7.55E-08,0.04707979,0.039471835,0.007764399,0.04208767
7.55E-08,0.045774132,0.037800509,0.00728326,0.043898661
7.56E-08,0.035096854,0.026517252,0.007033552,0.054267295
7.56E-08,0.033119895,0.024929827,0.006987317,0.056187104
7.57E-08,0.021010902,0.016674537,0.009461988,0.062660664
7.57E-08,0.018216752,0.015633451,0.010033018,0.064154439
7.58E-08,0.006025174,0.011294842,0.01457508,0.066055521
7.58E-08,0.002612122,0.011012495,0.015846638,0.066587731
7.59E-08,-0.007356777,0.010044361,0.02162875,0.064153574
7.59E-08,-0.010680341,0.010369852,0.023556467,0.063342042
7.60E-08,-0.016083671,0.011305477,0.029668575,0.057509195
7.60E-08,-0.018197818,0.011824514,0.032060046,0.055226989
7.61E-08,-0.017713903,0.013093393,0.037599918,0.047302194
7.61E-08,-0.017493915,0.013399501,0.040118337,0.043699589
7.62E-08,-0.01149316,0.014042255,0.044299144,0.035029836
7.62E-08,-0.008349614,0.014021915,0.046489295,0.030488113
7.63E-08,0.001167927,0.013984939,0.048743758,0.022224544
7.63E-08,0.006877836,0.013940125,0.050096292,0.017266938
7.64E-08,0.017031347,0.01386916,0.050164718,0.010257994
7.64E-08,0.023978852,0.014382553,0.050211541,0.005462149
7.65E-08,0.03208594,0.015093373,0.048188552,0.000250385
7.65E-08,0.038391668,0.016686702,0.04661506,-0.003803349
7.66E-08,0.04287089,0.018621162,0.042929042,-0.006930368
7.66E-08,0.046823714,0.021364996,0.039676208,-0.009689899
7.67E-08,0.047556832,0.024291728,0.034995142,-0.010665188
7.68E-08,0.048289951,0.027583893,0.030314079,-0.011640476
7.68E-08,0.046344314,0.030670326,0.02540087,-0.010615094
7.69E-08,0.0441393,0.033335723,0.01983266,-0.009453013
7.69E-08,0.041066907,0.035530478,0.015388992,-0.006806571
7.70E-08,0.037116215,0.036255676,0.009675019,-0.003403595
7.70E-08,0.034203704,0.036779456,0.006216239,0.000276909
7.71E-08,0.029947186,0.034711558,0.001161364,0.005655825
7.71E-08,0.027772209,0.033405669,-0.001042377,0.009651023
7.72E-08,0.024146853,0.028624348,-0.004715674,0.016310407
7.72E-08,0.022582108,0.025994388,-0.005649096,0.019902516
7.73E-08,0.019595146,0.019605508,-0.007430917,0.026759541
7.73E-08,0.018169148,0.01656284,-0.007283542,0.029382251
7.74E-08,0.01503232,0.0103361,-0.006959356,0.035151534
7.74E-08,0.01337906,0.007789047,-0.006037376,0.036513165
7.75E-08,0.009153665,0.003476371,-0.003680984,0.039993212
7.75E-08,0.00728941,0.001976046,-0.002325798,0.040119618
7.76E-08,0.001697649,0.000592647,0.00173903,0.040498763
7.76E-08,-1.32E-07,0.000189192,0.003212925,0.039679591
7.77E-08,-0.006064684,0.001593432,0.008477745,0.036753476
7.77E-08,-0.00712516,0.001930392,0.009815875,0.035419203
7.78E-08,-0.011720936,0.00491493,0.015614924,0.029636875
7.78E-08,-0.011892511,0.005489079,0.016645348,0.028216118
7.79E-08,-0.012818688,0.008366468,0.022207681,0.020546727
7.79E-08,-0.012233373,0.008792714,0.02285325,0.019356826
7.80E-08,-0.008135538,0.010208774,0.027372923,0.011026238
7.80E-08,-0.007229827,0.010360472,0.027654504,0.010219704
7.81E-08,0.001526022,0.009937116,0.030376658,0.00242263
7.81E-08,0.002270583,0.009907921,0.03039935,0.002001329
7.82E-08,0.013440607,0.008394264,0.030739799,-0.004319095
7.82E-08,0.01376892,0.008343816,0.030664807,-0.004455689
7.83E-08,0.02394804,0.007205531,0.028339712,-0.008690709
7.84E-08,0.029707786,0.00780529,0.023626354,-0.010468042
7.84E-08,0.029893572,0.007892112,0.023474321,-0.010525372
7.85E-08,0.029865079,0.010497159,0.017260134,-0.009910055
7.85E-08,0.029863179,0.010750341,0.016845915,-0.00986904
7.86E-08,0.02514202,0.014421747,0.010143863,-0.007184483
7.86E-08,0.024653308,0.014752927,0.009450099,-0.006906591
7.87E-08,0.017761718,0.017841956,0.003273034,-0.002591644
7.88E-08,0.016777283,0.017983882,0.002390664,-0.001975271
7.88E-08,0.010432983,0.018942036,-0.002436267,0.003375142
7.89E-08,0.0092583,0.01858034,-0.00333,0.0043658
7.89E-08,0.005227674,0.016699368,-0.006300817,0.009985757
7.90E-08,0.004297272,0.015678426,-0.00698658,0.011283029
7.90E-08,0.002843336,0.011425662,-0.007994485,0.016301338
7.91E-08,0.002436269,0.009908073,-0.008276674,0.017706342
7.91E-08,0.002548575,0.004704443,-0.007543905,0.021297941
7.92E-08,0.002586017,0.003171252,-0.007299605,0.022495355
7.93E-08,0.002775499,-0.001235895,-0.005268447,0.02408216
7.93E-08,0.002849638,-0.002167563,-0.00447372,0.024703026
7.94E-08,0.002055338,-0.004445422,-0.001676824,0.024115253
7.94E-08,0.001694363,-0.004321523,-0.000405757,0.023848137
7.95E-08,-0.000164416,-0.004061311,0.002646419,0.02137674
7.95E-08,-0.001138153,-0.0028475,0.004245327,0.020082079
7.96E-08,-0.003204099,-0.000640766,0.007123085,0.016388642
7.96E-08,-0.004443533,0.001202959,0.008849554,0.014172818
7.97E-08,-0.00547614,0.004122522,0.011219841,0.01009407
7.97E-08,-0.006182699,0.00582013,0.012841702,0.007303201
7.98E-08,-0.005293284,0.008170556,0.014478865,0.003617922
7.98E-08,-0.004601494,0.008989375,0.015752258,0.000751496
7.99E-08,-0.001768803,0.009983627,0.016534947,-0.002002125
7.99E-08,0.000730312,0.009602364,0.017225467,-0.004431482
8.00E-08,0.004615567,0.009195629,0.01713833,-0.006034068
8.00E-08,0.008500822,0.00788766,0.017051194,-0.007636654
8.01E-08,0.012057517,0.006661428,0.016188685,-0.008154485
8.01E-08,0.01608837,0.005187344,0.015211193,-0.008741351
8.02E-08,0.01808906,0.003973546,0.013772993,-0.008414855
8.02E-08,0.020661682,0.003206651,0.011923657,-0.007995025
8.03E-08,0.020567762,0.002652756,0.010187796,-0.007114327
8.03E-08,0.0204305,0.003112614,0.007650902,-0.005827219
8.04E-08,0.018564079,0.00340307,0.005923957,-0.004646087
8.04E-08,0.015453602,0.004930467,0.003045921,-0.002677676
8.05E-08,0.012759965,0.005770444,0.001600284,-0.001385869
8.05E-08,0.007617036,0.00753135,-0.001159852,0.00108056
8.06E-08,0.005172039,0.008369971,-0.002141416,0.002340851
8.06E-08,-0.000206321,0.009221267,-0.004300603,0.005113164
8.07E-08,-0.001671456,0.00956949,-0.004761066,0.006217571
8.08E-08,-0.005416393,0.008628361,-0.005938026,0.009040474
8.08E-08,-0.005754763,0.008301073,-0.005939228,0.009874155
8.09E-08,-0.006769965,0.005450133,-0.005942833,0.012375421
8.09E-08,-0.006336926,0.004618427,-0.005626335,0.012850744
8.10E-08,-0.004790701,0.000678365,-0.004496239,0.014547947
8.10E-08,-0.004143337,-0.000267168,-0.004031211,0.014639373
8.11E-08,-0.001337864,-0.003812163,-0.002015923,0.015035587
8.11E-08,-0.00090631,-0.004494131,-0.001549546,0.014804031
8.12E-08,0.001423263,-0.006124179,0.000968003,0.013554067
8.12E-08,0.0015114,-0.006365648,0.001340186,0.013137279
8.13E-08,0.002128454,-0.005226868,0.003945871,0.010219309
8.13E-08,0.002008828,-0.005104874,0.004185679,0.009785719
8.14E-08,0.000852362,-0.001461867,0.006504002,0.005594033
8.14E-08,0.000735002,-0.001210372,0.006620286,0.005280221
8.15E-08,-0.001023632,0.003596045,0.008362792,0.000577779
8.15E-08,-0.001042552,0.003756247,0.008394245,0.000440027
8.16E-08,-0.001629146,0.007850638,0.009369398,-0.003830863
8.17E-08,0.000259211,0.009582639,0.009462628,-0.006720538
8.17E-08,0.000320121,0.009548802,0.009465635,-0.006813747
8.18E-08,0.004464236,0.008533557,0.008712218,-0.007878566
8.18E-08,0.00474047,0.008336728,0.008661998,-0.007949544
8.19E-08,0.009593942,0.005482294,0.007189196,-0.007348853
8.19E-08,0.010095951,0.005144814,0.00703686,-0.007286721
8.20E-08,0.01356855,0.001994756,0.005042312,-0.005508895
8.20E-08,0.014064598,0.00169545,0.004757398,-0.00525494
8.21E-08,0.014548224,-0.000325189,0.002515108,-0.002901635
8.21E-08,0.014637771,-0.000365387,0.002099935,-0.002465907
8.22E-08,0.011775427,-0.000574434,-5.91E-05,-5.36E-05
8.22E-08,0.011114703,-0.00025914,-0.000557528,0.000503215
8.23E-08,0.005950816,0.001054228,-0.002294797,0.002651118
8.23E-08,0.004505053,0.001587088,-0.002781191,0.003252479
8.24E-08,-0.001024695,0.003414365,-0.00383139,0.004999716
8.24E-08,-0.002867613,0.003819938,-0.004181393,0.005582023
8.25E-08,-0.006825433,0.004986067,-0.004422567,0.006897116
8.25E-08,-0.008374372,0.004884603,-0.004516954,0.007411793
8.26E-08,-0.009649481,0.004636614,-0.003996327,0.008272103
8.26E-08,-0.010229019,0.003847927,-0.003759701,0.008663114
8.27E-08,-0.008917162,0.002191515,-0.00267721,0.009003927
8.28E-08,-0.008229936,0.000897944,-0.002110138,0.009182464
8.28E-08,-0.005435177,-0.001453795,-0.000757183,0.008918173
8.29E-08,-0.003758201,-0.002720887,5.46E-05,0.008759586
8.29E-08,-0.000961436,-0.004726982,0.001380853,0.007855038
8.30E-08,0.000951922,-0.005302404,0.002288153,0.007236208
8.30E-08,0.002610345,-0.006099237,0.003354756,0.00578107
8.31E-08,0.003900273,-0.005511735,0.004184364,0.004649257
8.31E-08,0.004079626,-0.004798359,0.004863354,0.002882993
8.32E-08,0.004237859,-0.003049923,0.005462388,0.001324722
8.32E-08,0.00340641,-0.001184673,0.005735225,-0.000408431
8.33E-08,0.002574961,0.001172718,0.006008063,-0.002141584
8.33E-08,0.001626957,0.003382791,0.005935869,-0.003494321
8.34E-08,0.00055257,0.005437272,0.005854051,-0.005027397
8.34E-08,0.000270781,0.007128983,0.0055342,-0.005760098
8.35E-08,-9.16E-05,0.008002868,0.005122914,-0.006702256
8.35E-08,0.000562446,0.008634036,0.004653079,-0.00675532
8.36E-08,0.001518255,0.007903151,0.003966434,-0.006832872
8.36E-08,0.002784455,0.007441509,0.003427264,-0.006328913
8.37E-08,0.004894636,0.005369161,0.002528711,-0.005489041
8.37E-08,0.006098271,0.004229493,0.001983822,-0.00466984
8.38E-08,0.008396355,0.001687143,0.000943473,-0.003105749
8.38E-08,0.008910933,0.000476363,0.000447609,-0.002234613
8.39E-08,0.010042868,-0.001439682,-0.000643163,-0.000318339
8.39E-08,0.009617429,-0.002223442,-0.001038564,0.000405825
8.40E-08,0.008529994,-0.002705477,-0.002049224,0.002256816
8.40E-08,0.007382591,-0.00287311,-0.002303005,0.002743452
8.41E-08,0.003940071,-0.001807666,-0.003064418,0.004203492
8.41E-08,0.002594717,-0.001496843,-0.003158167,0.004460665
8.42E-08,-0.002209052,0.000454952,-0.003492914,0.005378934
8.42E-08,-0.003221839,0.000923342,-0.003439784,0.005469726
8.43E-08,-0.007611312,0.00262173,-0.003209516,0.005863226
8.44E-08,-0.008016873,0.002948288,-0.003055066,0.005857613
8.44E-08,-0.01020708,0.0033321,-0.002220967,0.005827301
8.45E-08,-0.010070316,0.003388956,-0.002029978,0.005773587
8.45E-08,-0.009112817,0.002024989,-0.000692851,0.005397527
8.46E-08,-0.00872734,0.001878872,-0.000526991,0.00532165
8.46E-08,-0.005000504,-0.000758929,0.001076568,0.004588064
8.47E-08,-0.004672541,-0.000940819,0.001180087,0.004509637
8.48E-08,0.000247258,-0.003635648,0.002732972,0.00333314
8.48E-08,0.000378099,-0.003725469,0.002771016,0.003278821
8.49E-08,0.004434737,-0.005060497,0.003950538,0.001594703
8.50E-08,0.00601253,-0.004134301,0.00450635,-0.000452869
8.50E-08,0.006063423,-0.004037656,0.004524278,-0.000518915
8.51E-08,0.005041801,-0.001137907,0.004420447,-0.002561743
8.51E-08,0.004973703,-0.000884218,0.004413526,-0.002697912
8.52E-08,0.002567153,0.002794819,0.003792716,-0.004314645
8.52E-08,0.002318236,0.003112442,0.003728504,-0.004481868
8.53E-08,0.000204275,0.006077159,0.002803834,-0.005289916
8.53E-08,-9.77E-05,0.006244236,0.002671748,-0.005405342
8.54E-08,-0.00066718,0.007372186,0.001651286,-0.005212251
8.54E-08,-0.000772624,0.007180841,0.001462342,-0.005176499
8.55E-08,0.000439974,0.006185765,0.000499201,-0.004063953
8.55E-08,0.000719881,0.005583719,0.000276877,-0.00380714
8.56E-08,0.00290959,0.003075877,-0.000543512,-0.002107796
8.56E-08,0.003522655,0.002244281,-0.000773201,-0.001632021
8.57E-08,0.005341768,-0.000607417,-0.00141224,0.000189709
8.57E-08,0.005948029,-0.001311773,-0.001625214,0.000796843
8.58E-08,0.006243918,-0.003336989,-0.002065578,0.00230753
8.58E-08,0.006359718,-0.003555043,-0.00223792,0.002898754
8.59E-08,0.004765379,-0.004087987,-0.002456737,0.00383191
8.59E-08,0.004040751,-0.00366208,-0.00255619,0.00425603
8.60E-08,0.001135376,-0.002767585,-0.002525649,0.004565721
8.60E-08,-0.000386629,-0.001866817,-0.002509649,0.004727956
8.61E-08,-0.003395635,-0.000229202,-0.002217797,0.004550857
8.61E-08,-0.005201169,0.000697382,-0.002042674,0.00444459
8.62E-08,-0.007083468,0.002164376,-0.001519064,0.003999447
8.62E-08,-0.00837121,0.002594998,-0.001160845,0.00369491
8.63E-08,-0.008449947,0.003191315,-0.000488936,0.003175386
8.63E-08,-0.008511188,0.002809355,3.37E-05,0.002771299
8.64E-08,-0.006932585,0.002345559,0.000729048,0.002279503
8.64E-08,-0.005539675,0.001242073,0.001342619,0.001845558
8.65E-08,-0.003131153,6.52E-05,0.001924995,0.001389324
8.65E-08,-0.000722306,-0.001253237,0.002507449,0.000933029
8.66E-08,0.001453644,-0.002489274,0.002868945,0.000474407
8.67E-08,0.003919679,-0.003311867,0.003278634,-4.54E-05
8.67E-08,0.005068849,-0.003989315,0.003373474,-0.000526507
8.68E-08,0.006546303,-0.003746649,0.003495407,-0.001145107
8.68E-08,0.00645871,-0.003571411,0.003349198,-0.001612172
8.69E-08,0.006330677,-0.002152436,0.003135483,-0.002294883
8.69E-08,0.005378034,-0.001256181,0.002828425,-0.002660225
8.70E-08,0.003790412,0.000868875,0.002316699,-0.003269085
8.70E-08,0.002648748,0.002037529,0.001950373,-0.003436934
8.71E-08,0.000468985,0.003978935,0.001250951,-0.003757406
8.71E-08,-0.000260149,0.004903519,0.00091367,-0.003677143
8.72E-08,-0.001864054,0.005742515,0.000171738,-0.003500588
8.72E-08,-0.001928806,0.006085789,-8.33E-05,-0.003199081
8.73E-08,-0.002094259,0.005315667,-0.000735032,-0.002428677
8.73E-08,-0.001643703,0.005047823,-0.000893824,-0.002004278
8.74E-08,-0.000291912,0.002856337,-0.001370243,-0.000730967
8.74E-08,0.000288638,0.002217014,-0.001448044,-0.000312187
8.75E-08,0.002361573,-0.000547299,-0.001725844,0.001183123
8.75E-08,0.002707365,-0.001210677,-0.001747716,0.001490145
8.76E-08,0.004206044,-0.003387852,-0.001842508,0.002820793
8.76E-08,0.004169261,-0.00380647,-0.001830199,0.002970978
8.77E-08,0.003970616,-0.004452602,-0.00176373,0.003782046
8.77E-08,0.003654964,-0.004548369,-0.001731478,0.003796558
8.78E-08,0.001446416,-0.003387322,-0.001505823,0.003898098
8.78E-08,0.001088249,-0.003262934,-0.001463998,0.003839458
8.79E-08,-0.002374555,-0.000849396,-0.001059629,0.003272521
8.79E-08,-0.002586114,-0.00068297,-0.001019636,0.003206226
8.80E-08,-0.005759734,0.00183322,-0.0004197,0.00221174
8.80E-08,-0.005800833,0.001917087,-0.000394797,0.002176402
8.81E-08,-0.007075103,0.003318239,0.000377304,0.001080772
8.82E-08,-0.00563149,0.002917208,0.001202934,0.000181545
8.82E-08,-0.005584929,0.002855016,0.001229564,0.000152542
8.83E-08,-0.002061459,0.000989142,0.00193019,-0.000440508
8.83E-08,-0.001826577,0.000831304,0.001976895,-0.000480042
8.84E-08,0.002210735,-0.001457679,0.002398032,-0.000854569
8.84E-08,0.002628326,-0.001623087,0.002441592,-0.000893307
8.85E-08,0.005494895,-0.003167013,0.002487506,-0.001194813
8.85E-08,0.005904594,-0.003175332,0.002494068,-0.001237906
8.86E-08,0.006573549,-0.003231455,0.002165283,-0.001556812
8.87E-08,0.006697419,-0.00295655,0.002104401,-0.001615864
8.87E-08,0.005207074,-0.001526806,0.001499891,-0.001925053
8.88E-08,0.004863205,-0.000994592,0.001360411,-0.001996393
8.88E-08,0.002197199,0.001223162,0.000643129,-0.002167373
8.89E-08,0.001450781,0.001799917,0.000442307,-0.002215243
8.89E-08,-0.001015494,0.003777718,-0.000216341,-0.00209762
8.90E-08,-0.001837438,0.004080855,-0.000435851,-0.002058419
8.90E-08,-0.00301862,0.004952455,-0.000908805,-0.001576904
8.91E-08,-0.00348089,0.004724275,-0.001093901,-0.001388457
8.91E-08,-0.003057939,0.004166582,-0.001333138,-0.000604022
8.92E-08,-0.002865707,0.003374178,-0.001441872,-0.000247496
8.92E-08,-0.00134417,0.001709787,-0.001472626,0.000649774
8.93E-08,-0.000547339,0.000613464,-0.001488731,0.001119676
8.93E-08,0.001086205,-0.001380067,-0.001379655,0.001882343
8.94E-08,0.002066401,-0.002312277,-0.001314204,0.002339975
8.95E-08,0.00288795,-0.003788178,-0.001138683,0.002763322
8.95E-08,0.003449999,-0.004092638,-0.001018604,0.003052948
8.96E-08,0.00305083,-0.004514249,-0.000825901,0.003054239
8.96E-08,0.002740356,-0.00397454,-0.000676016,0.003055244
8.97E-08,0.001380079,-0.003319198,-0.000482951,0.002697465
8.97E-08,0.000179815,-0.002106381,-0.000312596,0.002381773
8.98E-08,-0.001409542,-0.000812721,-0.000115258,0.001834172
8.98E-08,-0.002998685,0.000553681,8.21E-05,0.001286644
8.99E-08,-0.004021529,0.001834868,0.000287946,0.000745953
8.99E-08,-0.005180732,0.002712085,0.000521286,0.00013318
9.00E-08,-0.005178289,0.00343452,0.000723399,-0.000255699
9.00E-08,-0.005175149,0.003368095,0.000983251,-0.00075567
9.01E-08,-0.004216221,0.003320128,0.001150189,-0.000943157
9.01E-08,-0.002814552,0.002288951,0.001394204,-0.001217208
9.02E-08,-0.001406029,0.001637638,0.00148842,-0.001243442
9.02E-08,0.000941341,0.000106578,0.001645434,-0.001287163
9.03E-08,0.002147956,-0.000735415,0.001642023,-0.00123799
9.03E-08,0.004451968,-0.002009376,0.00163551,-0.001144096
9.04E-08,0.004989981,-0.0026159,0.001536791,-0.001096886
9.04E-08,0.006173728,-0.002941359,0.001319589,-0.000993015
9.05E-08,0.005953124,-0.003074521,0.00115683,-0.000980642
9.05E-08,0.00538944,-0.00217582,0.000740952,-0.000949025
9.06E-08,0.004676612,-0.001863258,0.000562772,-0.000956696
9.07E-08,0.002537742,-6.44E-05,2.81E-05,-0.000979712
9.07E-08,0.001761275,0.000460232,-0.00011888,-0.000969791
9.08E-08,-0.001012062,0.002349731,-0.000643987,-0.000934355
9.08E-08,-0.00150276,0.002803171,-0.000731969,-0.000879475
9.09E-08,-0.003629472,0.003843755,-0.001113289,-0.000641624
9.09E-08,-0.003718847,0.004043833,-0.001140924,-0.000545133
9.10E-08,-0.004201513,0.003618553,-0.001290161,-2.40E-05
9.10E-08,-0.00400738,0.00355552,-0.001276218,8.29E-05
9.11E-08,-0.00264908,0.00170219,-0.001178662,0.000831364
9.11E-08,-0.00239386,0.001503634,-0.001149159,0.00091142
9.12E-08,7.36E-05,-0.00105665,-0.000863921,0.001685409
9.12E-08,0.000223825,-0.001233195,-0.000839236,0.00172009
9.13E-08,0.002476819,-0.003387703,-0.000468923,0.00224034
9.13E-08,0.002502237,-0.003459514,-0.000457436,0.002241293
9.14E-08,0.003290315,-0.004206556,-0.000101296,0.002270841
9.15E-08,0.00212939,-0.003166332,0.000174881,0.001746956
9.15E-08,0.002091946,-0.00309101,0.000183788,0.001730059
9.16E-08,-0.000327311,-0.000831204,0.000378229,0.000838723
9.16E-08,-0.000488583,-0.00066522,0.00039119,0.000779305
9.17E-08,-0.002850209,0.001741902,0.000543848,-0.000175336
9.17E-08,-0.003094478,0.00190394,0.000559637,-0.000274078
9.18E-08,-0.004171,0.003416408,0.000703372,-0.000998912
9.18E-08,-0.00432486,0.003425938,0.000723916,-0.001102508
9.19E-08,-0.003578615,0.003490238,0.000857,-0.001429793
9.19E-08,-0.003440432,0.003251221,0.000881643,-0.001490396
9.20E-08,-0.001247062,0.002008128,0.000965234,-0.001426546
9.20E-08,-0.000740984,0.001565884,0.000984522,-0.001411814
9.21E-08,0.001843833,-0.000276958,0.000965723,-0.001105233
9.21E-08,0.002567742,-0.000725007,0.000960458,-0.001019371
9.22E-08,0.004356793,-0.00226084,0.000805689,-0.000670406
