s,D0_U5.87_S_4mA,D0_U9.A8_S_4mA,D0_U1.AA17_S_4mA,D0_U8.G3_S_4mA
4.60E-08,2.660378695,2.662359476,2.661398888,2.661487579
4.60E-08,2.660381556,2.662320852,2.661400795,2.661491156
4.61E-08,2.660867929,2.661961079,2.661454678,2.661522627
4.61E-08,2.660937309,2.661883116,2.661462307,2.661527157
4.62E-08,2.661619186,2.661356688,2.661523342,2.661540985
4.62E-08,2.661745548,2.661269903,2.661534548,2.661543608
4.63E-08,2.662292004,2.660819054,2.661573887,2.661534786
4.63E-08,2.662418127,2.660774231,2.661582947,2.66153264
4.64E-08,2.662589788,2.660587788,2.661584139,2.661507368
4.64E-08,2.662637949,2.660626888,2.661584616,2.661500216
4.65E-08,2.662389994,2.66076088,2.66155076,2.661471367
4.65E-08,2.662307262,2.66088891,2.661539316,2.661461592
4.66E-08,2.661792517,2.661257029,2.661489248,2.661442995
4.66E-08,2.661591053,2.66142869,2.661469698,2.661435843
4.67E-08,2.661072016,2.661848545,2.661427975,2.661434889
4.67E-08,2.660835981,2.661984444,2.661408901,2.661434412
4.68E-08,2.660550833,2.662269831,2.661393642,2.661449909
4.69E-08,2.660401583,2.662292957,2.661385536,2.661458015
4.69E-08,2.660456657,2.662335157,2.661401272,2.661480904
4.70E-08,2.660489559,2.662212849,2.661410809,2.661494732
4.70E-08,2.66082263,2.662019253,2.66144681,2.661514044
4.71E-08,2.66105032,2.661789179,2.661471367,2.661527157
4.71E-08,2.661478043,2.661470652,2.661509037,2.661534309
4.72E-08,2.661810637,2.661229849,2.661538363,2.661539793
4.72E-08,2.66212678,2.660937548,2.661560297,2.661533117
4.73E-08,2.662405729,2.660802364,2.661579847,2.661527157
4.73E-08,2.662480593,2.660658121,2.661578178,2.661511183
4.74E-08,2.662555695,2.660707951,2.661576271,2.661495209
4.74E-08,2.662386894,2.660754442,2.661554813,2.661478758
4.75E-08,2.662195683,2.660985708,2.661530495,2.661459923
4.75E-08,2.661893368,2.661175966,2.661501646,2.661450148
4.76E-08,2.661504984,2.661498308,2.661464691,2.66143775
4.76E-08,2.66122508,2.661731005,2.661442757,2.661438465
4.77E-08,2.660816193,2.661999702,2.66141057,2.661439419
4.77E-08,2.660681486,2.662169456,2.661404133,2.661448479
4.78E-08,2.660456896,2.662251949,2.661393642,2.661463499
4.78E-08,2.660503626,2.662297249,2.661403179,2.66147542
4.79E-08,2.660592556,2.662136078,2.661421537,2.661498308
4.79E-08,2.660767317,2.662059307,2.661439896,2.661507368
4.80E-08,2.661151648,2.661711216,2.66147995,2.661527157
4.80E-08,2.661351204,2.66156888,2.661497116,2.661529779
4.81E-08,2.66186142,2.661183596,2.661541224,2.661536455
4.81E-08,2.661991596,2.661049604,2.661550045,2.661532879
4.82E-08,2.662382364,2.660804749,2.661576033,2.66152215
4.82E-08,2.662401438,2.660733461,2.661574125,2.661515474
4.83E-08,2.662469625,2.660753727,2.661567688,2.661491156
4.83E-08,2.6623981,2.660758734,2.661558867,2.661485195
4.84E-08,2.662088156,2.661051989,2.661521196,2.661458731
4.84E-08,2.661984682,2.661108494,2.661511421,2.66145587
4.85E-08,2.661426306,2.661556005,2.661459208,2.661440134
4.85E-08,2.661348343,2.661622286,2.661453247,2.661440849
4.86E-08,2.660802603,2.662024975,2.661411285,2.661445379
4.87E-08,2.660775423,2.662068129,2.661410332,2.661447525
4.87E-08,2.660513163,2.662233829,2.66140008,2.661468267
4.88E-08,2.66052413,2.662245274,2.661401987,2.661470175
4.89E-08,2.660690308,2.662086725,2.661430597,2.661500692
4.89E-08,2.660707474,2.66208148,2.661432266,2.661501408
4.90E-08,2.661242485,2.661653519,2.661486864,2.661526203
4.91E-08,2.661881685,2.661156893,2.661540747,2.661532402
4.91E-08,2.661902189,2.661145926,2.661542416,2.66153264
4.92E-08,2.662325621,2.660814762,2.66156888,2.661517859
4.92E-08,2.662353754,2.660812616,2.661570549,2.661516905
4.93E-08,2.662383556,2.660779715,2.661561012,2.661489964
4.93E-08,2.662386656,2.660806656,2.661560059,2.661487103
4.94E-08,2.662040472,2.661059141,2.661519051,2.661461115
4.94E-08,2.661991119,2.661119461,2.661513329,2.661457539
4.95E-08,2.661460876,2.661527157,2.661464453,2.661444902
4.95E-08,2.661362648,2.661598682,2.661455393,2.661442518
4.96E-08,2.660907745,2.661970615,2.661421061,2.661447048
4.96E-08,2.660802841,2.662013531,2.661413193,2.661448002
4.97E-08,2.66062665,2.662192106,2.661408186,2.661467075
4.97E-08,2.660577297,2.662169695,2.661406755,2.661472559
4.98E-08,2.660735369,2.662092924,2.661430359,2.661495447
4.98E-08,2.660788059,2.661998272,2.661438227,2.661503077
4.99E-08,2.661175966,2.661725998,2.661476851,2.661519051
4.99E-08,2.6613276,2.661590099,2.661492109,2.661525249
5.00E-08,2.66174531,2.661257744,2.66152668,2.661527872
5.00E-08,2.661935329,2.661142111,2.661542416,2.661529064
5.01E-08,2.662188292,2.660899162,2.661557436,2.661518335
5.01E-08,2.662320614,2.660867691,2.661565304,2.661512852
5.02E-08,2.662310362,2.660810471,2.661556005,2.661494732
5.02E-08,2.662304163,2.660892963,2.661550283,2.661484003
5.03E-08,2.662064314,2.661023855,2.661523581,2.661468029
5.03E-08,2.661900043,2.661199093,2.661505222,2.6614573
5.04E-08,2.661565781,2.661441803,2.661475182,2.661450386
5.04E-08,2.661305904,2.661637068,2.661451817,2.661445141
5.05E-08,2.661040783,2.661874056,2.661432981,2.661449432
5.05E-08,2.660806894,2.661996603,2.661416292,2.661453009
5.06E-08,2.660722971,2.662127256,2.661415339,2.661464691
5.06E-08,2.660638809,2.662107706,2.661414385,2.661476612
5.07E-08,2.660750151,2.662089586,2.661429882,2.661489725
5.07E-08,2.660876274,2.661921501,2.661447287,2.661504745
5.08E-08,2.661105394,2.66178298,2.661469698,2.66151309
5.09E-08,2.661399841,2.661530733,2.661498547,2.661524057
5.09E-08,2.661626101,2.661348581,2.661516905,2.661524534
5.10E-08,2.661956787,2.661123991,2.661543608,2.661525488
5.10E-08,2.662078381,2.660982132,2.661550283,2.661519051
5.11E-08,2.662281275,2.660895586,2.661561251,2.661508322
5.11E-08,2.662261248,2.660847902,2.661555052,2.661499023
5.12E-08,2.662223101,2.660950422,2.661543131,2.661481142
5.12E-08,2.662095785,2.660999298,2.661529303,2.661473751
5.13E-08,2.661815643,2.661260366,2.661498785,2.6614573
5.13E-08,2.661658764,2.661367178,2.661484957,2.661454678
5.14E-08,2.661257744,2.66167593,2.661449432,2.661447763
5.14E-08,2.661147594,2.661783218,2.661441803,2.661450148
5.15E-08,2.660816908,2.661998034,2.661418676,2.661456823
5.15E-08,2.660791636,2.662060738,2.661419153,2.66146183
5.16E-08,2.660701036,2.662072659,2.661420584,2.661480188
5.16E-08,2.660749674,2.66207552,2.661426783,2.661484957
5.17E-08,2.660960197,2.661867857,2.661453962,2.661505938
5.17E-08,2.661039114,2.661828041,2.661461592,2.66150856
5.18E-08,2.66146493,2.661482334,2.661502123,2.661522388
5.18E-08,2.661528349,2.661431074,2.66150713,2.661522388
5.19E-08,2.661972523,2.661100626,2.661542177,2.661521673
5.19E-08,2.661997795,2.661065102,2.661543369,2.661520004
5.20E-08,2.66224122,2.660903692,2.66155529,2.661504269
5.20E-08,2.662235498,2.660892487,2.661554098,2.6615026
5.21E-08,2.662148237,2.660986662,2.661535263,2.661478758
5.21E-08,2.662135601,2.660989761,2.661533833,2.661478043
5.22E-08,2.661742449,2.661306381,2.661492348,2.6614573
5.23E-08,2.661237717,2.661699533,2.661448956,2.661450624
5.23E-08,2.661221504,2.66170907,2.661447525,2.661450386
5.24E-08,2.660859346,2.66199255,2.661423683,2.661460161
5.24E-08,2.660835266,2.661996603,2.661422014,2.661460876
5.25E-08,2.660771847,2.662054777,2.661427021,2.661481142
5.25E-08,2.660765171,2.66203618,2.661427498,2.661483288
5.26E-08,2.661005259,2.661862612,2.661456823,2.661504269
5.26E-08,2.661039591,2.661816359,2.661461115,2.66150713
5.27E-08,2.661447048,2.661504984,2.6614995,2.661518812
5.27E-08,2.661522388,2.661447048,2.661506653,2.661520958
5.28E-08,2.661895275,2.66114521,2.661535501,2.661518097
5.29E-08,2.661981344,2.66110611,2.661542177,2.661517382
5.29E-08,2.662150621,2.660943031,2.661549091,2.661504269
5.30E-08,2.662198067,2.660953283,2.661550999,2.661500692
5.30E-08,2.662104845,2.660988331,2.661534071,2.661482811
5.31E-08,2.662073612,2.661056995,2.661528349,2.661476851
5.31E-08,2.661785126,2.661254168,2.661498785,2.661463261
5.32E-08,2.661672115,2.661360502,2.661487103,2.661458015
5.32E-08,2.661339283,2.661620617,2.661458969,2.661454678
5.33E-08,2.661188126,2.661717892,2.661446333,2.661453247
5.33E-08,2.660968542,2.661921978,2.661432505,2.661460876
5.34E-08,2.660853386,2.661957741,2.661425352,2.661464691
5.34E-08,2.660835028,2.662022829,2.66143012,2.661478043
5.35E-08,2.66082406,2.661968946,2.661432981,2.661486149
5.35E-08,2.660993576,2.661883354,2.661453009,2.661498785
5.36E-08,2.661109686,2.661750793,2.661466599,2.661507607
5.36E-08,2.661368608,2.66156745,2.66149044,2.661514044
5.37E-08,2.661569834,2.66141057,2.661509037,2.661519051
5.38E-08,2.661789179,2.661220074,2.661525488,2.661516905
5.38E-08,2.661982775,2.66111207,2.661540031,2.661514997
5.39E-08,2.662068129,2.660996675,2.661542892,2.661506176
5.39E-08,2.662153482,2.660994768,2.661545515,2.661497593
5.40E-08,2.662083387,2.660993099,2.661534786,2.661486864
5.40E-08,2.662003994,2.661113262,2.661522627,2.661474943
5.41E-08,2.661831617,2.661212206,2.661505222,2.661467791
5.41E-08,2.661610126,2.661408186,2.661483049,2.661458492
5.42E-08,2.661428452,2.661549807,2.661468029,2.6614573
5.42E-08,2.661163092,2.661736488,2.661445856,2.661455393
5.43E-08,2.661055565,2.661854267,2.661439419,2.661459684
5.43E-08,2.660876036,2.66194129,2.661428452,2.661467075
5.44E-08,2.660878658,2.661989212,2.661432028,2.661474466
5.44E-08,2.660883427,2.661926985,2.66143918,2.661488295
5.45E-08,2.660975218,2.661897421,2.661449432,2.661494493
5.45E-08,2.661177158,2.66170311,2.661472082,2.661507845
5.46E-08,2.661299944,2.661623478,2.661483049,2.661510468
5.46E-08,2.661613941,2.661377668,2.661511421,2.661517143
5.47E-08,2.661706448,2.661292315,2.661518097,2.661515951
5.47E-08,2.661983728,2.661107063,2.661538124,2.661512852
5.48E-08,2.662011862,2.661052942,2.661538601,2.661508799
5.49E-08,2.662112474,2.661020279,2.661540031,2.661494493
5.49E-08,2.662080526,2.661012411,2.661535501,2.661490679
5.50E-08,2.661942482,2.661156893,2.661516428,2.661473751
5.50E-08,2.661882639,2.661184549,2.661510468,2.661471605
5.51E-08,2.661559343,2.661450863,2.661478996,2.661459446
5.51E-08,2.661507845,2.661490202,2.661474943,2.661459208
5.52E-08,2.66114831,2.661760807,2.661445856,2.661458254
5.52E-08,2.661125422,2.661789894,2.661444664,2.661459446
5.53E-08,2.660905361,2.661940098,2.661432743,2.661470652
5.53E-08,2.660907745,2.66195035,2.661433458,2.661471844
5.54E-08,2.660943031,2.661903143,2.661445618,2.661490679
5.54E-08,2.66095233,2.661901474,2.661446571,2.661491156
5.55E-08,2.661239147,2.661668777,2.661478043,2.661508322
5.56E-08,2.661635876,2.661358118,2.66151309,2.661515474
5.56E-08,2.66164875,2.661350012,2.661514282,2.661515713
5.57E-08,2.661955118,2.661109686,2.661535978,2.661509514
5.57E-08,2.661975622,2.661104679,2.661537409,2.661509037
5.58E-08,2.662056923,2.661033392,2.661536217,2.661493778
5.58E-08,2.662065268,2.66104579,2.661536217,2.661492109
5.59E-08,2.661901712,2.661161423,2.661514997,2.66147542
5.59E-08,2.661878347,2.66119647,2.661511898,2.661473036
5.60E-08,2.661565781,2.661432743,2.661481619,2.661462545
5.60E-08,2.661507845,2.661479712,2.661476135,2.661460638
5.61E-08,2.661202669,2.661723852,2.661451817,2.661461115
5.61E-08,2.661132336,2.6617589,2.661446333,2.661461115
5.62E-08,2.660974741,2.661904335,2.661438227,2.66147089
5.62E-08,2.660930634,2.661902189,2.661436081,2.661473751
5.63E-08,2.660979271,2.661894798,2.66144681,2.661487579
5.63E-08,2.660995483,2.661845207,2.661450386,2.661492348
5.64E-08,2.661208868,2.661702633,2.661472797,2.661503553
5.64E-08,2.661292315,2.661619425,2.661481619,2.661508083
5.65E-08,2.661556244,2.661416292,2.661504507,2.661511898
5.65E-08,2.661676168,2.66133523,2.661514759,2.661513567
5.66E-08,2.661864996,2.661165237,2.661527395,2.661508799
5.66E-08,2.66196394,2.661128759,2.661533833,2.661506176
5.67E-08,2.661998987,2.661062717,2.661531687,2.661495686
5.67E-08,2.662019968,2.661096096,2.661530256,2.661489487
5.68E-08,2.661902189,2.661149025,2.661515713,2.661478996
5.69E-08,2.661821604,2.661248684,2.661505699,2.661471844
5.69E-08,2.661622047,2.66138649,2.661486864,2.661466122
5.70E-08,2.661466837,2.661512136,2.661472321,2.661461592
5.70E-08,2.661286354,2.661664963,2.661458492,2.661463022
5.71E-08,2.66112709,2.661759138,2.661446095,2.661464214
5.71E-08,2.661045313,2.661859751,2.661442757,2.661470175
5.72E-08,2.660963535,2.661873102,2.66143918,2.661476135
5.72E-08,2.661004782,2.661885738,2.661447048,2.66148448
5.73E-08,2.661051512,2.661801815,2.66145587,2.661493778
5.73E-08,2.661180019,2.661732674,2.661469221,2.661499977
5.74E-08,2.661345482,2.661581755,2.661486149,2.661507845
5.74E-08,2.661490679,2.661472559,2.661498547,2.661509514
5.75E-08,2.661702871,2.661319494,2.661516428,2.66151166
5.75E-08,2.66179657,2.661222696,2.661522388,2.66150856
5.76E-08,2.661952734,2.661140442,2.661532402,2.661503315
5.76E-08,2.661961317,2.661095142,2.661530495,2.661497831
5.77E-08,2.661978006,2.661128521,2.661526918,2.661487579
5.77E-08,2.661913157,2.661144257,2.661519289,2.661482573
5.78E-08,2.661770105,2.661288023,2.661502361,2.661471605
5.78E-08,2.6616745,2.661346912,2.66149354,2.661469221
5.79E-08,2.661430597,2.6615417,2.66147089,2.661463022
5.79E-08,2.661353827,2.661609411,2.661465168,2.661463737
5.80E-08,2.661123276,2.661767244,2.661447763,2.661465883
5.80E-08,2.661094904,2.661813259,2.66144681,2.661468744
5.81E-08,2.660993338,2.661857367,2.661443472,2.661478758
5.81E-08,2.661013365,2.661867857,2.661446333,2.661481857
5.82E-08,2.661099672,2.661770105,2.661459208,2.661495209
5.82E-08,2.661144733,2.66175127,2.661463737,2.661497116
5.83E-08,2.66138792,2.661548376,2.661488295,2.661507368
5.83E-08,2.661429167,2.661518335,2.661491871,2.661507607
5.84E-08,2.661718607,2.661297798,2.661515951,2.661509752
5.84E-08,2.661738873,2.661274195,2.661517143,2.661509037
5.85E-08,2.661933661,2.661137581,2.661529303,2.661501169
5.85E-08,2.661933661,2.661128283,2.661528826,2.661500216
5.86E-08,2.661932707,2.661144972,2.661521912,2.66148591
5.86E-08,2.661926031,2.661145449,2.661521196,2.661485434
5.87E-08,2.661719799,2.661314249,2.661497831,2.661471128
5.89E-08,2.661408901,2.661556959,2.661469936,2.661464453
5.89E-08,2.661398888,2.661563635,2.661468983,2.661464214
5.90E-08,2.661141872,2.661765099,2.661450148,2.661467075
5.90E-08,2.661124706,2.661770105,2.661448956,2.661467314
5.91E-08,2.661035538,2.661843777,2.661447525,2.661479235
5.91E-08,2.661026239,2.661835909,2.661447287,2.661480427
5.92E-08,2.661133051,2.66176343,2.661462307,2.661494017
5.92E-08,2.66114831,2.661737204,2.661464453,2.661495924
5.93E-08,2.661384821,2.661559343,2.661487818,2.661504984
5.93E-08,2.66142869,2.661521673,2.661492109,2.661506653
5.94E-08,2.661675453,2.661325932,2.661512136,2.661507368
5.94E-08,2.661732435,2.661295176,2.661516666,2.661507607
5.95E-08,2.661874771,2.661167145,2.661524534,2.661500931
5.95E-08,2.661914587,2.661164045,2.66152668,2.661499023
5.96E-08,2.661896706,2.661153555,2.661520004,2.661488056
5.96E-08,2.661890745,2.661188841,2.66151762,2.661484241
5.97E-08,2.661735773,2.66128993,2.661500692,2.661474705
5.97E-08,2.661675215,2.661354542,2.661494017,2.661471128
5.98E-08,2.661467791,2.661512136,2.661475658,2.661467314
5.98E-08,2.661373377,2.661579132,2.661467314,2.661465645
5.99E-08,2.661213875,2.661719561,2.661456108,2.661468506
5.99E-08,2.661130428,2.661755085,2.661450148,2.661470175
6.00E-08,2.661086798,2.661819935,2.661342621,2.661477804
6.00E-08,2.661060572,2.661800385,2.661278248,2.661482573
6.01E-08,2.661140203,2.66176939,2.659340382,2.661491156
6.01E-08,2.661194563,2.661696196,2.658014536,2.661496878
6.02E-08,2.661346912,2.661594629,2.653710842,2.661489487
6.02E-08,2.661465406,2.661492348,2.650363445,2.661483765
6.03E-08,2.661612511,2.661368132,2.643595934,2.661383152
6.03E-08,2.661742449,2.661170483,2.637624502,2.66129446
6.04E-08,2.661808729,2.660959482,2.628392696,2.661035299
6.04E-08,2.661874771,2.660316706,2.619162321,2.660776138
6.05E-08,2.661744833,2.659714222,2.60778141,2.660307884
6.05E-08,2.661597729,2.658388853,2.594883442,2.659777164
6.06E-08,2.661100864,2.657297373,2.581830502,2.659071684
6.06E-08,2.660461903,2.655047894,2.565048933,2.65816474
6.07E-08,2.659409523,2.653423548,2.551122904,2.657208443
6.07E-08,2.657871008,2.649919748,2.530767441,2.655810833
6.08E-08,2.656094551,2.647706747,2.516941547,2.654576302
6.09E-08,2.653134108,2.642584085,2.493899822,2.652518749
6.09E-08,2.650526047,2.639766216,2.48108983,2.651025295
6.10E-08,2.645547152,2.632582426,2.456636667,2.648174524
6.10E-08,2.642079115,2.629161835,2.445509911,2.646484613
6.11E-08,2.634448767,2.619719744,2.421028376,2.642766476
6.11E-08,2.630201817,2.615856409,2.411949396,2.640955687
6.12E-08,2.619350433,2.604213238,2.388750792,2.636328936
6.12E-08,2.614548445,2.600163698,2.38199687,2.634478092
6.13E-08,2.600140095,2.586338282,2.361731768,2.628924131
6.13E-08,2.595117092,2.582306623,2.357217312,2.627106905
6.14E-08,2.577176571,2.56636095,2.341093302,2.620616198
6.14E-08,2.572319269,2.562532902,2.338489056,2.618918657
6.15E-08,2.551276684,2.544686794,2.32720685,2.611564398
6.15E-08,2.546950817,2.541254997,2.326130867,2.610067368
6.16E-08,2.52358675,2.522083998,2.320319653,2.601982355
6.16E-08,2.520076275,2.519244432,2.320213556,2.599971056
6.17E-08,2.495501995,2.499606133,2.319471121,2.585890532
6.17E-08,2.492977142,2.497502089,2.319913387,2.582914114
6.18E-08,2.468565702,2.478172064,2.324188471,2.554138899
6.18E-08,2.46704936,2.476839066,2.324669123,2.551342726
6.19E-08,2.444299936,2.458276987,2.331878424,2.509392977
6.19E-08,2.443662167,2.457658291,2.332108021,2.507699251
6.20E-08,2.423886776,2.437727451,2.339227438,2.455186844
6.21E-08,2.407711506,2.413682699,2.341878891,2.396708727
6.21E-08,2.407189846,2.412748337,2.341964483,2.394822598
6.22E-08,2.392880917,2.384711027,2.336636066,2.337055445
6.22E-08,2.391927242,2.382612467,2.336280823,2.333204746
6.23E-08,2.375766516,2.352180481,2.321095228,2.280679464
6.23E-08,2.374094963,2.348782539,2.319524527,2.275246143
6.24E-08,2.352477789,2.317064047,2.293112516,2.230655909
6.24E-08,2.34939003,2.312167406,2.289340019,2.224286795
6.25E-08,2.320049047,2.279112101,2.25201273,2.188198328
6.25E-08,2.314613581,2.272471189,2.245097876,2.181512833
6.26E-08,2.277126312,2.237950087,2.198093414,2.153263807
6.26E-08,2.268476009,2.229462862,2.187247276,2.146745443
6.27E-08,2.224243164,2.194093227,2.134019136,2.124926329
6.28E-08,2.21186018,2.183649302,2.119117737,2.118818045
6.28E-08,2.163761139,2.147838831,2.063036203,2.101042986
6.29E-08,2.147725105,2.134910583,2.044338942,2.095116854
6.29E-08,2.099203587,2.097748518,1.989159465,2.078205824
6.30E-08,2.080218554,2.081666946,1.96756959,2.071589231
6.30E-08,2.034148455,2.042352438,1.916504145,2.052391291
6.31E-08,2.013205051,2.022993803,1.893289804,2.043663979
6.31E-08,1.971017003,1.982345581,1.849023461,2.019957542
6.32E-08,1.948916435,1.960282087,1.825834155,2.007538795
6.32E-08,1.910672188,1.920170069,1.790450811,1.978147507
6.33E-08,1.887728095,1.896230698,1.769223094,1.960514665
6.33E-08,1.852763891,1.858322382,1.742467284,1.925139308
6.34E-08,1.828839779,1.83292532,1.724159718,1.900933862
6.34E-08,1.796324849,1.797761917,1.706474662,1.860396028
6.35E-08,1.771034479,1.771214604,1.692719102,1.828865528
6.35E-08,1.740329623,1.738983512,1.68183291,1.7852
6.36E-08,1.713233113,1.71165061,1.672226071,1.746665955
6.36E-08,1.684097052,1.682495713,1.665002584,1.702807188
6.37E-08,1.654960871,1.654270053,1.657778978,1.658948541
6.37E-08,1.627545834,1.627808213,1.651097894,1.617811322
6.38E-08,1.596475959,1.59795773,1.643526196,1.57119
6.38E-08,1.571075082,1.573378086,1.634708524,1.53502214
6.39E-08,1.538412929,1.540582538,1.623370051,1.488515019
6.40E-08,1.515069962,1.516895771,1.610733271,1.458729267
6.40E-08,1.480955124,1.480545878,1.592265129,1.415198565
6.41E-08,1.459354758,1.45759058,1.575256467,1.392293811
6.41E-08,1.423346519,1.418382883,1.546902537,1.354111075
6.42E-08,1.403028369,1.396823287,1.526029944,1.337605596
6.42E-08,1.364235163,1.355894923,1.486178279,1.306091905
6.43E-08,1.344927669,1.336403012,1.462737441,1.294657946
6.43E-08,1.30245626,1.294736147,1.411173582,1.269506216
6.44E-08,1.284422517,1.277692318,1.386937618,1.261416554
6.44E-08,1.238332033,1.236106277,1.324995279,1.240741134
6.45E-08,1.222142339,1.221639037,1.301967025,1.234393001
6.45E-08,1.173582196,1.180924058,1.232894778,1.21535182
6.46E-08,1.15985477,1.169046283,1.212912798,1.209522963
6.46E-08,1.110839128,1.129681706,1.141564369,1.188710451
6.47E-08,1.100043058,1.120235085,1.125855446,1.182654977
6.48E-08,1.053256392,1.081545949,1.057777762,1.156412601
6.48E-08,1.045465827,1.074103117,1.046700716,1.149930954
6.49E-08,1.003411293,1.034755707,0.986905813,1.114942193
6.49E-08,0.998250484,1.028926969,0.979955375,1.108391762
6.50E-08,0.962119162,0.988330662,0.931294799,1.062531352
6.50E-08,0.958917439,0.983981729,0.927478909,1.056632638
6.51E-08,0.927964985,0.942614079,0.890589356,0.999607682
6.51E-08,0.926077485,0.939758241,0.888822198,0.995151222
6.52E-08,0.897793651,0.898364305,0.862341166,0.928371668
6.52E-08,0.896855593,0.896984637,0.861710548,0.925992846
6.53E-08,0.867771566,0.855570197,0.842158973,0.852239907
6.54E-08,0.835452974,0.814793885,0.825519025,0.777987778
6.54E-08,0.834410489,0.813477695,0.824982285,0.775592744
6.55E-08,0.79776752,0.773986697,0.80740273,0.707847357
6.55E-08,0.795324981,0.771293223,0.806230903,0.703331649
6.56E-08,0.753959477,0.732232273,0.784714043,0.645891488
6.56E-08,0.749680936,0.727952361,0.782488525,0.639950275
6.57E-08,0.704558253,0.688003242,0.755577147,0.594910443
6.57E-08,0.698112667,0.681810856,0.751732945,0.588476658
6.58E-08,0.650851905,0.640005767,0.719161212,0.556005538
6.58E-08,0.642101288,0.631682515,0.713130355,0.549993336
6.59E-08,0.59428066,0.588397861,0.67621839,0.528691888
6.59E-08,0.583242059,0.578096271,0.667697906,0.523774803
6.60E-08,0.536150157,0.535184622,0.628893197,0.510995984
6.60E-08,0.52296555,0.523427963,0.61802882,0.507418215
6.61E-08,0.477835357,0.483112097,0.579708993,0.499656826
6.61E-08,0.462794662,0.470578402,0.566937983,0.497070163
6.62E-08,0.421052635,0.4345406,0.531504393,0.490632325
6.62E-08,0.404716432,0.422018856,0.517637074,0.488112807
6.63E-08,0.367997974,0.391414493,0.486547917,0.479931623
6.63E-08,0.351309419,0.379716247,0.472417861,0.476213247
6.64E-08,0.321309,0.355147362,0.4467538,0.464402795
6.64E-08,0.305593014,0.344871193,0.433309466,0.458215803
6.65E-08,0.283679038,0.326188922,0.412906855,0.442049801
6.65E-08,0.270529717,0.317464232,0.400664389,0.432349503
6.66E-08,0.257284701,0.303651065,0.384902179,0.41210258
6.66E-08,0.248223364,0.296171874,0.374118745,0.398250997
6.67E-08,0.243004739,0.285814852,0.36191088,0.375039786
6.68E-08,0.238945678,0.279282451,0.352415562,0.356985986
6.68E-08,0.239831239,0.271350443,0.342401385,0.332538575
6.69E-08,0.240612626,0.265668154,0.333565205,0.310966969
6.69E-08,0.244826272,0.259607106,0.324592501,0.287217528
6.70E-08,0.249039352,0.254745245,0.315621018,0.263471305
6.70E-08,0.253687352,0.250186592,0.306824833,0.242128044
6.71E-08,0.258955002,0.245853379,0.296856016,0.217939436
6.71E-08,0.261708319,0.24228476,0.28789416,0.200274348
6.72E-08,0.265248209,0.237885654,0.276372135,0.177562878
6.72E-08,0.264765561,0.234708905,0.267247885,0.164362937
6.73E-08,0.26406008,0.229514167,0.253910929,0.145068511
6.73E-08,0.260085553,0.226233065,0.244878724,0.13657552
6.74E-08,0.253461778,0.219316185,0.229826152,0.122421563
6.74E-08,0.246633112,0.21551156,0.221301749,0.118280254
6.75E-08,0.233597785,0.205730066,0.205029413,0.110374868
6.75E-08,0.225036085,0.201072693,0.197494149,0.109695017
6.76E-08,0.206198484,0.187436998,0.180914953,0.108199202
6.76E-08,0.197070315,0.181857958,0.174758032,0.109794296
6.77E-08,0.173746184,0.164190128,0.159025967,0.113870047
6.77E-08,0.16499275,0.158045381,0.154359013,0.116515242
6.78E-08,0.138727725,0.137403324,0.140355632,0.124452248
6.78E-08,0.130993262,0.131383806,0.137113452,0.12708056
6.79E-08,0.103367813,0.109735586,0.125533253,0.136468187
6.79E-08,0.097063869,0.10453859,0.123500519,0.138313323
6.80E-08,0.06975434,0.084081531,0.114694431,0.146306723
6.80E-08,0.065116554,0.08014781,0.113571815,0.147014976
6.81E-08,0.040068503,0.062824197,0.107508712,0.150840163
6.81E-08,0.037138637,0.060258146,0.106985584,0.150490776
6.82E-08,0.016627997,0.047522925,0.103323415,0.148044825
6.82E-08,0.015226548,0.046158541,0.103127107,0.147036254
6.83E-08,0.001677187,0.038646281,0.101229154,0.137285218
6.83E-08,0.00137765,0.038128272,0.101157479,0.136155039
6.84E-08,-0.00311605,0.035394862,0.100082196,0.11919982
6.84E-08,-0.002935636,0.03530376,0.100037262,0.118457772
6.85E-08,0.00265759,0.036088333,0.098644249,0.095452681
6.86E-08,0.017115442,0.038970031,0.095916428,0.06933593
6.86E-08,0.017581759,0.039101124,0.095828444,0.068493575
6.87E-08,0.037067134,0.043034226,0.091175631,0.042921998
6.88E-08,0.038367469,0.043340895,0.090865128,0.041215509
6.88E-08,0.058410075,0.047783121,0.08407291,0.018792935
6.89E-08,0.060483292,0.048257302,0.08337032,0.016473532
6.89E-08,0.076890409,0.052683666,0.074621014,-0.000853113
6.90E-08,0.079233922,0.053239543,0.073371306,-0.003327966
6.91E-08,0.089052804,0.056992017,0.063239433,-0.014377655
6.91E-08,0.090871751,0.05744826,0.061362501,-0.016424613
6.92E-08,0.092915565,0.059819896,0.050732873,-0.020772818
6.92E-08,0.093387172,0.059886336,0.048280086,-0.021776168
6.93E-08,0.088228442,0.060163211,0.038147207,-0.019777073
6.93E-08,0.086784251,0.059441049,0.035310492,-0.019217422
6.94E-08,0.076270379,0.056964837,0.026551329,-0.012006706
6.94E-08,0.072765127,0.055045798,0.023631083,-0.0096027
6.95E-08,0.059252646,0.04952953,0.016876204,0.001075867
6.95E-08,0.05396565,0.04621705,0.014233238,0.005254044
6.96E-08,0.039617907,0.038119081,0.009829449,0.017355677
