s,D0_U5.87_F_24mA,D0_U9.A8_F_24mA,D0_U1.AA17_F_24mA,D0_U8.G3_F_24mA
4.58E-08,2.396687269,2.452457428,2.701748848,2.707389832
4.59E-08,2.417467594,2.470941544,2.693970203,2.707024097
4.59E-08,2.418852806,2.473357439,2.693451643,2.706999779
4.60E-08,2.452592373,2.508391142,2.686809301,2.70668292
4.60E-08,2.456083536,2.513315678,2.686121941,2.706650257
4.61E-08,2.502422094,2.559266567,2.681227684,2.706405163
4.61E-08,2.509041071,2.566765308,2.680528641,2.706370115
4.62E-08,2.567060709,2.617388725,2.677686214,2.706206083
4.62E-08,2.57780385,2.626997948,2.677159786,2.706175804
4.63E-08,2.644591331,2.676972151,2.676359892,2.706092834
4.63E-08,2.660004616,2.687990427,2.676175356,2.706073761
4.64E-08,2.73017168,2.73389554,2.677170515,2.706063032
4.64E-08,2.749819756,2.745667458,2.677449226,2.706060171
4.65E-08,2.816301107,2.786026239,2.679867029,2.706111193
4.65E-08,2.838462591,2.798052788,2.680673122,2.706128359
4.66E-08,2.894226313,2.832629681,2.68411994,2.706230402
4.66E-08,2.916046381,2.844423532,2.685468674,2.706270218
4.67E-08,2.955954313,2.873252392,2.689602375,2.706414223
4.67E-08,2.974094391,2.884024382,2.691481352,2.706479788
4.68E-08,2.996111393,2.906645775,2.69603014,2.706657648
4.69E-08,3.007644176,2.915040016,2.698412895,2.706750631
4.69E-08,3.012926102,2.930302143,2.703081608,2.706951618
4.70E-08,3.0160954,2.934376955,2.705883026,2.707072258
4.70E-08,3.008025646,2.940828085,2.710395098,2.707282543
4.71E-08,3.002504349,2.938406229,2.71348238,2.70742631
4.71E-08,2.985193253,2.935052633,2.717608213,2.707628727
4.72E-08,2.971729755,2.924381256,2.720817089,2.707786083
4.72E-08,2.948677063,2.911422491,2.724286318,2.707963467
4.73E-08,2.928335905,2.891866207,2.727347612,2.708119869
4.73E-08,2.901782513,2.871007919,2.729916096,2.708258152
4.74E-08,2.875227213,2.843494654,2.732484818,2.708396435
4.74E-08,2.846337318,2.81770277,2.733999729,2.708487511
4.75E-08,2.813593388,2.784648657,2.735716581,2.708590746
4.75E-08,2.783184528,2.757426739,2.736161947,2.7086339
4.76E-08,2.744091272,2.722131491,2.736734629,2.708689213
4.76E-08,2.71340251,2.69663763,2.736234665,2.70868969
4.77E-08,2.66855216,2.66242528,2.735503912,2.708690643
4.77E-08,2.63957119,2.640817881,2.734287024,2.708658218
4.78E-08,2.591268778,2.610260487,2.732258558,2.708604336
4.78E-08,2.566462278,2.593454123,2.730598211,2.708549738
4.79E-08,2.519104242,2.56799984,2.727428675,2.708445311
4.79E-08,2.500713587,2.555878639,2.725579023,2.708377838
4.80E-08,2.460252762,2.53605175,2.721509933,2.708229542
4.80E-08,2.44951725,2.527940989,2.719668388,2.708156586
4.81E-08,2.422082663,2.513983488,2.714962721,2.707970142
4.81E-08,2.418803215,2.509128571,2.713262796,2.707897186
4.82E-08,2.408964872,2.501749754,2.708162785,2.707678556
4.82E-08,2.411619902,2.499597549,2.706686735,2.707610369
4.83E-08,2.42110157,2.500391006,2.701415777,2.707366943
4.83E-08,2.427416801,2.500581503,2.700205564,2.707307816
4.84E-08,2.454786062,2.511792898,2.694960833,2.707051039
4.84E-08,2.462468147,2.513949156,2.694042444,2.707004309
4.85E-08,2.503946304,2.537634134,2.689083815,2.706751585
4.85E-08,2.511239052,2.541143656,2.688483238,2.706719398
4.86E-08,2.562280178,2.57804513,2.684280157,2.706493616
4.87E-08,2.568156242,2.581998348,2.683976173,2.706475735
4.87E-08,2.624965668,2.630644083,2.681037426,2.706302166
4.88E-08,2.628984213,2.633998632,2.680957317,2.706295729
4.89E-08,2.689269781,2.690496683,2.679754734,2.706197262
4.89E-08,2.69129014,2.692379713,2.679782391,2.706197023
4.90E-08,2.753932476,2.75106144,2.680642843,2.706188679
4.91E-08,2.81573081,2.80404067,2.683559179,2.706270695
4.91E-08,2.817723989,2.805418491,2.683653355,2.706273317
4.92E-08,2.874237776,2.846755266,2.688166857,2.706427574
4.92E-08,2.878005028,2.848700047,2.688467741,2.706437826
4.93E-08,2.925238371,2.876904249,2.693996191,2.706640959
4.93E-08,2.930125713,2.878598452,2.694568157,2.70666194
4.94E-08,2.963305712,2.894407272,2.700496912,2.706891537
4.94E-08,2.968045235,2.895207405,2.701344013,2.7069242
4.95E-08,2.983193159,2.900609493,2.707061052,2.707162142
4.95E-08,2.985997915,2.900046349,2.708119631,2.707206249
4.96E-08,2.98150301,2.897118092,2.71329689,2.707439184
4.96E-08,2.980465651,2.894745588,2.714491606,2.707492828
4.97E-08,2.957896948,2.884860992,2.718957424,2.707710743
4.97E-08,2.951577187,2.880100727,2.72020793,2.707771778
4.98E-08,2.915352821,2.863781214,2.723854542,2.707966328
4.98E-08,2.903277636,2.855914831,2.725070238,2.708031178
4.99E-08,2.859368086,2.83329916,2.727813721,2.708192825
4.99E-08,2.842186451,2.82168293,2.728887081,2.708256006
5.00E-08,2.796434402,2.793288708,2.730638266,2.708374739
5.00E-08,2.775637865,2.77772069,2.731434345,2.70842886
5.01E-08,2.732405663,2.745028019,2.732110977,2.708496332
5.01E-08,2.709760189,2.726112366,2.732465506,2.708531618
5.02E-08,2.671395063,2.691720009,2.732030153,2.708543301
5.02E-08,2.648374319,2.671025991,2.731769085,2.708550453
5.03E-08,2.615559578,2.63826251,2.730282068,2.70850873
5.03E-08,2.593107939,2.618140697,2.729264736,2.708480358
5.04E-08,2.565780878,2.590278625,2.726908445,2.708394289
5.04E-08,2.544527531,2.573339939,2.725075722,2.708327293
5.05E-08,2.522791624,2.552770615,2.722136974,2.708210707
5.05E-08,2.503612757,2.541227102,2.719543695,2.70810771
5.06E-08,2.488189697,2.528915167,2.716365576,2.707976341
5.06E-08,2.472765684,2.524056911,2.713187218,2.707844973
5.07E-08,2.464789867,2.519502401,2.710102081,2.707712889
5.07E-08,2.455749989,2.521537781,2.706605434,2.7075634
5.08E-08,2.456100464,2.523214102,2.703874826,2.707441807
5.09E-08,2.456551075,2.531523466,2.700364351,2.707285404
5.09E-08,2.465139389,2.537525177,2.698119402,2.7071805
5.10E-08,2.477690935,2.551193476,2.694838285,2.707027197
5.10E-08,2.493094444,2.559825897,2.693133116,2.706941843
5.11E-08,2.518767118,2.578181982,2.690290928,2.706799507
5.11E-08,2.5384202,2.588277817,2.689140558,2.706734419
5.12E-08,2.575939655,2.61115694,2.686944246,2.706610203
5.12E-08,2.596771717,2.622051954,2.686307192,2.706565619
5.13E-08,2.642604113,2.649609804,2.684905767,2.706467867
5.13E-08,2.661861897,2.660883188,2.684720755,2.706443787
5.14E-08,2.711074591,2.693026304,2.684247971,2.706382275
5.14E-08,2.726943493,2.704206944,2.68444705,2.706377506
5.15E-08,2.774548292,2.739899635,2.685043812,2.706363678
5.15E-08,2.786359072,2.750310659,2.685547829,2.706375837
5.16E-08,2.828539848,2.787107229,2.687347889,2.706419468
5.16E-08,2.836543798,2.7959373,2.688057423,2.706444025
5.17E-08,2.871231794,2.830085278,2.69113183,2.706551075
5.17E-08,2.876149416,2.836652756,2.691927195,2.706582308
5.18E-08,2.902700901,2.863805294,2.696221352,2.706750393
5.18E-08,2.905303717,2.867828608,2.696973801,2.706781626
5.19E-08,2.923520803,2.884122849,2.702239275,2.707000017
5.19E-08,2.924454927,2.885868549,2.702831984,2.707025766
5.20E-08,2.933486462,2.888960123,2.708563328,2.707275867
5.20E-08,2.933339596,2.889173269,2.708944321,2.707293034
5.21E-08,2.931135654,2.87880373,2.714659929,2.707551956
5.21E-08,2.930609941,2.878458023,2.714827538,2.707559824
5.22E-08,2.914310217,2.856328011,2.720022917,2.707805395
5.23E-08,2.882516146,2.826293707,2.72412467,2.708013058
5.23E-08,2.881490707,2.825177431,2.724256992,2.708019733
5.24E-08,2.836250067,2.791683912,2.726957798,2.708175421
5.24E-08,2.83323431,2.789308071,2.727137804,2.708185673
5.25E-08,2.778642654,2.754853964,2.728469849,2.708288908
5.25E-08,2.772993803,2.751189947,2.728607655,2.708299637
5.26E-08,2.715113401,2.717000246,2.72870636,2.708351612
5.26E-08,2.70684576,2.712053061,2.728720427,2.708359003
5.27E-08,2.652276039,2.678655148,2.727749825,2.708361626
5.27E-08,2.64217186,2.672506094,2.727570057,2.708362103
5.28E-08,2.596380711,2.640526295,2.725684643,2.708317041
5.29E-08,2.585812807,2.633502722,2.725249529,2.708306551
5.29E-08,2.551950455,2.604240417,2.722587585,2.708215714
5.30E-08,2.542468309,2.597091913,2.721842051,2.708190203
5.30E-08,2.521100044,2.572584629,2.718551874,2.708059549
5.31E-08,2.513977051,2.566518784,2.717455149,2.708015919
5.31E-08,2.503724813,2.54907918,2.713736296,2.707855225
5.32E-08,2.499713182,2.545589685,2.712280989,2.707792282
5.32E-08,2.498407841,2.537059784,2.708401918,2.707616806
5.33E-08,2.497814417,2.537563562,2.706638575,2.707536936
5.33E-08,2.503573418,2.538621426,2.702920675,2.707363367
5.34E-08,2.50658989,2.544025898,2.700973034,2.70727253
5.34E-08,2.518361568,2.55385232,2.697706223,2.707117081
5.35E-08,2.525425196,2.564248323,2.695745945,2.707023621
5.35E-08,2.542830706,2.580706358,2.693168163,2.706898212
5.36E-08,2.554740906,2.595328808,2.691404104,2.706812382
5.36E-08,2.577425957,2.61557436,2.689706802,2.706722975
5.37E-08,2.59506917,2.633074999,2.688386917,2.706653357
5.38E-08,2.621992588,2.654326916,2.687604427,2.706600428
5.38E-08,2.645747423,2.673223495,2.686914206,2.706553936
5.39E-08,2.674836397,2.693381071,2.686952114,2.706533909
5.39E-08,2.703925371,2.712483406,2.686990023,2.70651412
5.40E-08,2.73229146,2.730390787,2.687678814,2.706521749
5.40E-08,2.76444149,2.748981714,2.688459635,2.706530333
5.41E-08,2.789072752,2.76429224,2.689611197,2.706559896
5.41E-08,2.820738792,2.781978846,2.691091776,2.706598043
5.42E-08,2.839316607,2.794754028,2.692537546,2.706644535
5.42E-08,2.866467476,2.811075687,2.69465065,2.706712723
5.43E-08,2.87796092,2.821383715,2.696255922,2.706772327
5.43E-08,2.897116899,2.835380077,2.698931456,2.70687151
5.44E-08,2.901888371,2.843078136,2.700569153,2.706939459
5.44E-08,2.910997629,2.853090763,2.703695774,2.707069159
5.45E-08,2.910433769,2.857858658,2.705260515,2.707139969
5.45E-08,2.909193039,2.861720562,2.708703279,2.707296133
5.46E-08,2.905079126,2.863300323,2.710115194,2.707363844
5.46E-08,2.894566298,2.858910322,2.71372366,2.707536936
5.47E-08,2.888505697,2.857383251,2.714897394,2.707595587
5.47E-08,2.870325089,2.843463659,2.718418598,2.707771063
5.48E-08,2.863434792,2.839403391,2.719286203,2.707816124
5.49E-08,2.838826895,2.816138506,2.72238493,2.707977295
5.49E-08,2.831765652,2.810555696,2.722919464,2.708007097
5.50E-08,2.801163197,2.779790878,2.725236654,2.70813632
5.50E-08,2.794365883,2.773874044,2.725464106,2.708151817
5.51E-08,2.757665157,2.738723516,2.7266922,2.708234787
5.51E-08,2.75158143,2.733515024,2.726685286,2.708239079
5.52E-08,2.709001541,2.697560787,2.72663784,2.708268642
5.52E-08,2.704151154,2.693708897,2.726498365,2.70826602
5.53E-08,2.657257795,2.660103798,2.72514987,2.708240747
5.53E-08,2.654078484,2.657786369,2.724982023,2.708235741
5.54E-08,2.606383324,2.628621578,2.722463608,2.708159924
5.54E-08,2.604987621,2.627649546,2.722352028,2.708156109
5.55E-08,2.561712503,2.603843451,2.718894005,2.708036423
5.56E-08,2.529727459,2.586125135,2.714887381,2.70788455
5.56E-08,2.528695822,2.585742235,2.714758158,2.707879543
5.57E-08,2.512438059,2.57425046,2.71060133,2.707708359
5.57E-08,2.511354446,2.573884964,2.710324287,2.707696915
5.58E-08,2.511157036,2.568585157,2.706230164,2.707514286
5.58E-08,2.511136532,2.56874299,2.705806494,2.707495451
5.59E-08,2.524715662,2.570215702,2.701948404,2.707310915
5.59E-08,2.526655197,2.571543455,2.701397419,2.707284451
5.60E-08,2.550070763,2.580506325,2.69792676,2.707108736
5.60E-08,2.554406404,2.58369875,2.697283983,2.707076311
5.61E-08,2.583419561,2.600301981,2.694348097,2.706922531
5.61E-08,2.590115309,2.605889559,2.693670511,2.706887007
5.62E-08,2.621346474,2.629168749,2.691517591,2.706767559
5.62E-08,2.630091906,2.637266159,2.690914631,2.70673418
5.63E-08,2.661529541,2.66502738,2.689733744,2.706658363
5.63E-08,2.67200923,2.675177574,2.689340115,2.706633091
5.64E-08,2.702769756,2.704360008,2.689216375,2.706605434
5.64E-08,2.714806318,2.715570688,2.689167976,2.706594467
5.65E-08,2.7444067,2.742974281,2.690052032,2.706611633
5.65E-08,2.757861614,2.753952026,2.690453768,2.706619501
5.66E-08,2.785466194,2.777004957,2.692169905,2.706674337
5.66E-08,2.799925804,2.786500216,2.693068743,2.706702948
5.67E-08,2.82398057,2.803764343,2.695352554,2.70678401
5.67E-08,2.838413,2.81087923,2.696722984,2.706832647
5.68E-08,2.856852293,2.822144985,2.699273825,2.70692873
5.69E-08,2.869469404,2.826453209,2.701019287,2.706994534
5.69E-08,2.880377769,2.832418442,2.703536749,2.707096338
5.70E-08,2.888861895,2.833849907,2.705494642,2.707175493
5.70E-08,2.891228437,2.835588455,2.707807779,2.707275867
5.71E-08,2.893316507,2.834150076,2.709848881,2.707364559
5.71E-08,2.887515068,2.832615852,2.711863756,2.707458973
5.72E-08,2.88171339,2.82810092,2.713878632,2.707553625
5.72E-08,2.869469881,2.823868275,2.715544462,2.707638502
5.73E-08,2.855592966,2.815751076,2.717432499,2.707734585
5.73E-08,2.83946681,2.809066296,2.718720913,2.707806349
5.74E-08,2.818735123,2.796686649,2.720377445,2.707898617
5.74E-08,2.801372766,2.787744761,2.721267223,2.70795393
5.75E-08,2.775998354,2.770699024,2.722567558,2.708034515
5.75E-08,2.75947237,2.759933472,2.72304225,2.70807004
5.76E-08,2.731928825,2.73854208,2.723833323,2.708129406
5.76E-08,2.717422724,2.726776838,2.723891735,2.708144188
5.77E-08,2.689728975,2.702378988,2.724003553,2.708172083
5.77E-08,2.677623272,2.690760851,2.723680496,2.708167076
5.78E-08,2.650989771,2.665668726,2.722969532,2.708156109
5.78E-08,2.641211033,2.655404091,2.722342968,2.708135128
5.79E-08,2.616221428,2.632476807,2.720741987,2.708081484
5.79E-08,2.608625412,2.624501705,2.719926596,2.708050251
5.80E-08,2.585838795,2.60645175,2.717480898,2.707956553
5.80E-08,2.580415487,2.601186991,2.716607094,2.707921028
5.81E-08,2.5610466,2.589908123,2.713485956,2.707794666
5.81E-08,2.557874441,2.587201595,2.712671518,2.707760572
5.82E-08,2.544127226,2.583404541,2.70914197,2.707612514
5.82E-08,2.543162346,2.582674265,2.708470583,2.707583427
5.83E-08,2.537952662,2.585954905,2.70484519,2.707425833
5.83E-08,2.538823128,2.58644104,2.704355955,2.707403421
5.84E-08,2.544916153,2.59575057,2.700931549,2.70724678
5.84E-08,2.546872616,2.596747875,2.700620174,2.707231522
5.85E-08,2.565786839,2.611009836,2.697609425,2.707084179
5.85E-08,2.567863703,2.611993313,2.697444916,2.707075357
5.86E-08,2.599019051,2.630585909,2.694975615,2.70694375
5.86E-08,2.600327015,2.631205559,2.694918394,2.706940174
5.87E-08,2.640881538,2.65406847,2.693145752,2.706830978
5.89E-08,2.684947014,2.680493355,2.692220449,2.706754446
5.89E-08,2.686368227,2.681444407,2.692190647,2.706752062
5.90E-08,2.727765322,2.709978342,2.692174673,2.706717014
5.90E-08,2.730524778,2.711986303,2.692173719,2.70671463
5.91E-08,2.765963316,2.74110508,2.693061113,2.706724167
5.91E-08,2.769630194,2.74403882,2.693152905,2.706725121
5.92E-08,2.797744274,2.771412134,2.694902182,2.706779242
5.92E-08,2.801761389,2.774812937,2.695152044,2.706786871
5.93E-08,2.822681665,2.797765255,2.697649479,2.706880331
5.93E-08,2.826555252,2.800884962,2.698111773,2.706897736
5.94E-08,2.841031075,2.817109108,2.701130867,2.707020521
5.94E-08,2.844371796,2.819078445,2.701827526,2.707048893
5.95E-08,2.85292697,2.827283859,2.705039263,2.707187176
5.95E-08,2.855322599,2.827354431,2.705938578,2.7072258
5.96E-08,2.857840776,2.827596188,2.709061623,2.707364798
5.96E-08,2.858680248,2.825351477,2.710102797,2.707411051
5.97E-08,2.854582071,2.818898439,2.712870598,2.707538605
5.97E-08,2.85297823,2.81432724,2.713953972,2.707588434
5.98E-08,2.841826916,2.803154469,2.716171503,2.707695961
5.98E-08,2.836758614,2.796567202,2.717179298,2.707744837
5.99E-08,2.818932772,2.782731056,2.718748569,2.707828522
5.99E-08,2.809597254,2.77455163,2.719570398,2.707872391
6.00E-08,2.786664486,2.759678125,2.714026213,2.70793128
6.00E-08,2.772903919,2.75023675,2.71069932,2.707966805
6.01E-08,2.747467518,2.735289097,2.559832811,2.70800209
6.01E-08,2.730065823,2.724742413,2.456620216,2.708026171
6.02E-08,2.705179214,2.710137606,2.053266287,2.707946301
6.02E-08,2.685822248,2.698400736,1.739535928,2.707884073
6.03E-08,2.664182425,2.684149027,1.245072126,2.707212448
6.03E-08,2.645088196,2.663501263,0.80877322,2.70661974
6.04E-08,2.627777815,2.641477108,0.496841311,2.705144644
6.04E-08,2.61046958,2.576563597,0.184951529,2.703669786
6.05E-08,2.59085536,2.515698433,0.107425287,2.699549913
6.05E-08,2.568626404,2.38500905,0.019563707,2.694880962
6.06E-08,2.528522491,2.277379513,0.05263485,2.669114828
6.06E-08,2.476962328,2.122440338,0.095153436,2.635988235
6.07E-08,2.399880171,2.01055336,0.158590898,2.598103046
6.07E-08,2.287209034,1.904603601,0.25131771,2.542725801
6.08E-08,2.176456451,1.837683439,0.319428742,2.468136072
6.09E-08,1.991882205,1.791352749,0.432938963,2.343828917
6.09E-08,1.871789694,1.765868664,0.49397555,2.234250069
6.10E-08,1.642543674,1.71515584,0.61048907,2.025073767
6.10E-08,1.53988564,1.691009283,0.65968585,1.894114971
6.11E-08,1.314015865,1.584951401,0.767929435,1.605977416
6.11E-08,1.2425282,1.541557908,0.806736946,1.476788163
6.12E-08,1.059864283,1.381867647,0.90589726,1.146686196
6.12E-08,1.018362403,1.326328397,0.934401512,1.038304687
6.13E-08,0.893834531,1.126677871,1.019929767,0.713101685
6.13E-08,0.871433079,1.068457007,1.033731937,0.629670501
6.14E-08,0.791421056,0.814164221,1.083029866,0.331676126
6.14E-08,0.773316562,0.753117263,1.08054781,0.269934595
6.15E-08,0.694885373,0.436286449,1.069795012,0.002462063
6.15E-08,0.668641031,0.375362515,1.056080461,-0.039282165
6.16E-08,0.526898861,0.055654395,0.982010007,-0.26473707
6.16E-08,0.489833385,0.008297807,0.964982629,-0.287951827
6.17E-08,0.23035492,-0.231140673,0.845781982,-0.450467616
6.17E-08,0.190853462,-0.256792814,0.831006825,-0.46017912
6.18E-08,-0.191050842,-0.405680984,0.688159108,-0.554071009
6.18E-08,-0.21817103,-0.415947616,0.677996635,-0.556849301
6.19E-08,-0.625032365,-0.538373291,0.525537372,-0.598529637
6.19E-08,-0.626690686,-0.542453587,0.520964444,-0.598559201
6.20E-08,-0.678102314,-0.654010773,0.379194409,-0.599476695
6.21E-08,-0.676757991,-0.671432972,0.268551767,-0.563147783
6.21E-08,-0.676714659,-0.670671642,0.264983147,-0.561976075
6.22E-08,-0.678306758,-0.647828281,0.184870899,-0.494036078
6.22E-08,-0.678412855,-0.645842314,0.179530859,-0.489507407
6.23E-08,-0.674022138,-0.617043674,0.117562003,-0.406217933
6.23E-08,-0.673567951,-0.614388227,0.111151911,-0.397602409
6.24E-08,-0.672275543,-0.589600503,0.066053458,-0.310980022
6.24E-08,-0.672090948,-0.584656119,0.059611812,-0.29860732
6.25E-08,-0.666226923,-0.551279008,0.026331332,-0.216902062
6.25E-08,-0.665140629,-0.539868653,0.02016611,-0.201766133
6.26E-08,-0.660547793,-0.480555594,-0.001095755,-0.128346071
6.26E-08,-0.659488022,-0.463276386,-0.006001932,-0.111404389
6.27E-08,-0.649402857,-0.39126718,-0.019554336,-0.051197145
6.28E-08,-0.646579504,-0.370768428,-0.023348352,-0.034342028
6.28E-08,-0.635998607,-0.300480634,-0.032401912,0.006720675
6.29E-08,-0.632471025,-0.283357352,-0.03542031,0.020410705
6.29E-08,-0.618006825,-0.234136537,-0.039105773,0.044708408
6.30E-08,-0.612347424,-0.221476421,-0.040547777,0.054215312
6.30E-08,-0.593177259,-0.190526441,-0.039632168,0.066527322
6.31E-08,-0.584462523,-0.184360817,-0.039215934,0.072124347
6.31E-08,-0.520182312,-0.171414495,-0.036850307,0.074211985
6.32E-08,-0.486508548,-0.173846692,-0.035611052,0.075305611
6.32E-08,-0.382765323,-0.178268492,-0.0335247,0.065800913
6.33E-08,-0.320526123,-0.185279414,-0.032273024,0.060098711
6.33E-08,-0.199994758,-0.196381316,-0.032230325,0.038595308
6.34E-08,-0.117521606,-0.193606183,-0.032201108,0.023881681
6.34E-08,-0.016561907,-0.189763874,-0.032697797,-0.005707632
6.35E-08,0.061964996,-0.163662866,-0.033084121,-0.028722331
6.35E-08,0.12477944,-0.131973669,-0.034336556,-0.06091968
6.36E-08,0.180211931,-0.078667372,-0.035441805,-0.089333199
6.36E-08,0.203096539,-0.021807836,-0.037693508,-0.11938113
6.37E-08,0.225981146,0.045668967,-0.039945215,-0.149429068
6.37E-08,0.225209877,0.108929038,-0.042249922,-0.1714091
6.38E-08,0.224335775,0.170809478,-0.044861875,-0.196319386
6.38E-08,0.217088521,0.221763372,-0.046156488,-0.204382896
6.39E-08,0.207769513,0.260914505,-0.047821186,-0.214751497
6.40E-08,0.207831144,0.289191633,-0.047755186,-0.206044108
6.40E-08,0.207921222,0.292702824,-0.047658727,-0.193318591
6.41E-08,0.216626167,0.294920176,-0.046820268,-0.17059496
6.41E-08,0.231137559,0.257974118,-0.045422535,-0.132714078
6.42E-08,0.242080286,0.237658158,-0.044592578,-0.102640435
6.42E-08,0.2629731,0.170954466,-0.043007951,-0.045221202
6.43E-08,0.26478526,0.139187217,-0.04182313,-0.014463368
6.43E-08,0.268771529,0.06820447,-0.039216835,0.053195897
6.44E-08,0.255039364,0.03916892,-0.037484027,0.079641886
6.44E-08,0.219942793,-0.006822627,-0.033055324,0.147232413
6.45E-08,0.192043766,-0.022822503,-0.030923838,0.166118473
6.45E-08,0.108361751,-0.030692508,-0.024530528,0.222766444
6.46E-08,0.075753562,-0.032988429,-0.022233197,0.232991859
6.46E-08,-0.040678408,-0.01114645,-0.014030265,0.269503057
6.47E-08,-0.067102626,-0.005904828,-0.01167616,0.27232185
6.48E-08,-0.181617096,0.026446883,-0.00147419,0.284537584
6.48E-08,-0.194677427,0.032670535,0.000893286,0.282702893
6.49E-08,-0.265178442,0.055636894,0.013673156,0.272799045
6.49E-08,-0.264689624,0.059039045,0.015683612,0.26880163
6.50E-08,-0.261267275,0.058253884,0.029758967,0.240815356
6.50E-08,-0.252747923,0.058169775,0.031025426,0.236204624
6.51E-08,-0.170387968,0.02930524,0.043268766,0.191630855
6.51E-08,-0.161332935,0.02731258,0.043806005,0.187552437
6.52E-08,-0.025644159,-0.017621387,0.051856469,0.126437858
6.52E-08,-0.021065574,-0.019119078,0.051954862,0.124003053
6.53E-08,0.120890349,-0.051822893,0.055005405,0.048513677
6.54E-08,0.217562526,-0.044462156,0.053262044,-0.032979254
6.54E-08,0.220680773,-0.042798918,0.05320581,-0.035607874
6.55E-08,0.247330293,0.007105382,0.047381029,-0.11231786
6.55E-08,0.249106675,0.011984796,0.046992764,-0.117431119
6.56E-08,0.216881692,0.082746848,0.038305938,-0.180178851
6.56E-08,0.213548571,0.089293949,0.037407435,-0.186669022
6.57E-08,0.153077096,0.15040493,0.028179616,-0.225330204
6.57E-08,0.144438982,0.154422462,0.026861457,-0.230852798
6.58E-08,0.088825777,0.181545198,0.0188685,-0.237692282
6.58E-08,0.07852868,0.177950978,0.01738856,-0.238958642
6.59E-08,0.047064099,0.159259439,0.010894747,-0.213501617
6.59E-08,0.039801031,0.144564375,0.00939576,-0.207625285
6.60E-08,0.031949505,0.083351687,0.003788661,-0.157803625
6.60E-08,0.029751267,0.058714613,0.002218809,-0.143854767
6.61E-08,0.027725685,-0.025770558,-0.002647901,-0.082430936
6.61E-08,0.027050612,-0.053104337,-0.004269846,-0.061960008
6.62E-08,0.008919767,-0.131696329,-0.007874945,-0.001794107
6.62E-08,0.001824052,-0.151329979,-0.009285842,0.02175251
6.63E-08,-0.044788741,-0.199316561,-0.011313174,0.070281208
6.63E-08,-0.065974295,-0.203556001,-0.012234597,0.092337541
6.64E-08,-0.135327235,-0.212459743,-0.012791739,0.122660413
6.64E-08,-0.171658367,-0.200786829,-0.013083602,0.138545305
6.65E-08,-0.242749855,-0.179565236,-0.012159121,0.149221748
6.65E-08,-0.285407811,-0.158175096,-0.011604393,0.15562807
6.66E-08,-0.332025856,-0.124309614,-0.009176282,0.150125533
6.66E-08,-0.363918781,-0.102698334,-0.007515131,0.146361068
6.67E-08,-0.367681324,-0.072771423,-0.004074247,0.130374387
6.68E-08,-0.370607853,-0.059811715,-0.001397911,0.117939867
6.68E-08,-0.328814983,-0.044075355,0.00188879,0.096224368
6.69E-08,-0.291938275,-0.04405015,0.00478887,0.077063307
6.69E-08,-0.218768895,-0.044023268,0.006759254,0.052399904
6.70E-08,-0.145609379,-0.052931696,0.008729372,0.027739828
6.70E-08,-0.065331563,-0.06128455,0.008920141,0.002032295
6.71E-08,0.025648426,-0.067041427,0.009136341,-0.027102416
6.71E-08,0.089126781,-0.071782507,0.007761456,-0.051803455
6.72E-08,0.17073901,-0.060519986,0.005993807,-0.083560847
6.72E-08,0.203729779,-0.052386921,0.003518763,-0.104942188
6.73E-08,0.251952529,-0.018004436,-9.90E-05,-0.136195391
6.73E-08,0.254629314,0.003712256,-0.003055033,-0.151864126
6.74E-08,0.259090304,0.054503903,-0.007981367,-0.177976802
6.74E-08,0.242429316,0.082441777,-0.010704994,-0.185635701
6.75E-08,0.210624948,0.132649511,-0.015904158,-0.200255871
6.75E-08,0.189017758,0.156555489,-0.01781187,-0.198447019
6.76E-08,0.141477287,0.186139077,-0.02200925,-0.194467172
6.76E-08,0.1256565,0.198243171,-0.022951514,-0.183719695
6.77E-08,0.085231498,0.191710725,-0.025359172,-0.156257927
6.77E-08,0.078550801,0.189438775,-0.025584681,-0.139488518
6.78E-08,0.058505107,0.142607659,-0.026261328,-0.089171261
6.78E-08,0.057696022,0.128951043,-0.026073437,-0.070654742
6.79E-08,0.054806184,0.053219654,-0.025402345,-0.004518616
6.79E-08,0.053990226,0.035039149,-0.024965191,0.01174116
6.80E-08,0.05045538,-0.044465646,-0.023071388,0.082180686
6.80E-08,0.045698527,-0.059753761,-0.022471245,0.09362334
6.81E-08,0.020007402,-0.114696741,-0.019229958,0.155423567
6.81E-08,0.011625784,-0.122835137,-0.018565945,0.161378324
6.82E-08,-0.047050059,-0.135367811,-0.013917505,0.203064814
6.82E-08,-0.055547312,-0.136710495,-0.013288966,0.204555392
6.83E-08,-0.137699679,-0.107483573,-0.007212194,0.218966439
6.83E-08,-0.142808929,-0.105468221,-0.006705409,0.218055084
6.84E-08,-0.219458699,-0.051488645,0.000897457,0.204382673
6.84E-08,-0.220570222,-0.049689583,0.001185991,0.203199327
6.85E-08,-0.255029976,0.004427298,0.010131164,0.166512847
6.86E-08,-0.221097097,0.035854872,0.018924559,0.116173744
6.86E-08,-0.220002636,0.035880011,0.019208176,0.114550129
6.87E-08,-0.122232787,0.036634218,0.025735751,0.059751526
6.88E-08,-0.115708232,0.03526558,0.02617136,0.056094602
6.88E-08,0.015563962,0.015440245,0.029112099,0.00183821
6.89E-08,0.029142832,0.013308244,0.029416291,-0.003774102
