s,D0_U5.87_S_16mA,D0_U9.A8_S_16mA,D0_U1.AA17_S_16mA,D0_U8.G3_S_16mA
6.91E-08,0.024524087,-0.007897666,0.003074329,-0.043104343
6.92E-08,0.068090178,0.026309917,0.00105452,-0.07987
6.92E-08,0.078143053,0.03348048,0.000588449,-0.088353679
6.93E-08,0.110564023,0.063362993,-0.002629505,-0.114790633
6.93E-08,0.119640328,0.069304697,-0.003530377,-0.122191697
6.94E-08,0.140544653,0.089678086,-0.007425078,-0.134938955
6.94E-08,0.147514015,0.092446081,-0.008723545,-0.139188796
6.95E-08,0.15683873,0.100402661,-0.012718292,-0.137300149
6.95E-08,0.16048719,0.098800078,-0.014281307,-0.136561185
6.96E-08,0.157907426,0.094882272,-0.017759193,-0.121369407
6.96E-08,0.156734675,0.088948578,-0.019340236,-0.11446324
6.97E-08,0.142178491,0.076489232,-0.021814667,-0.089255556
6.97E-08,0.13455312,0.067318179,-0.023110919,-0.076050296
6.98E-08,0.109241799,0.050645012,-0.024305895,-0.04541922
6.98E-08,0.094056651,0.039882425,-0.025022803,-0.02704256
6.99E-08,0.061236884,0.022839727,-0.024803353,0.004124676
6.99E-08,0.038780078,0.01222615,-0.024653194,0.025450746
7.00E-08,0.003605795,-0.002468893,-0.022992738,0.052969065
7.00E-08,-0.023752918,-0.011524506,-0.021701228,0.074372932
7.01E-08,-0.055202801,-0.02251891,-0.018765969,0.09526135
7.01E-08,-0.082956694,-0.02935943,-0.016175663,0.113694958
7.02E-08,-0.105243415,-0.036655918,-0.012377062,0.126261607
7.02E-08,-0.127530143,-0.041384857,-0.008578461,0.138828248
7.03E-08,-0.137406737,-0.045818277,-0.004475506,0.142617539
7.03E-08,-0.148600027,-0.048632514,0.000174431,0.146911994
7.04E-08,-0.145905897,-0.050949827,0.00406159,0.142637298
7.04E-08,-0.142441601,-0.051329419,0.009059966,0.137140602
7.05E-08,-0.129888758,-0.051603582,0.012281677,0.126459733
7.05E-08,-0.111543275,-0.048212301,0.016990084,0.110850058
7.06E-08,-0.093543202,-0.046070684,0.019204747,0.09600284
7.06E-08,-0.063539848,-0.037519395,0.022896253,0.071254805
7.07E-08,-0.044659924,-0.032815773,0.023958191,0.054704048
7.08E-08,-0.008619798,-0.018617662,0.02598534,0.023110105
7.08E-08,0.007647307,-0.011855892,0.025976151,0.007275782
7.09E-08,0.043430723,0.00697092,0.025955942,-0.027555624
7.09E-08,0.055251651,0.014672042,0.025138581,-0.040601604
7.10E-08,0.085463524,0.03538977,0.023049572,-0.073944464
7.10E-08,0.092558317,0.042597204,0.021754175,-0.082834557
7.11E-08,0.113838859,0.060940713,0.017868685,-0.109500021
7.11E-08,0.116898812,0.066290423,0.016405137,-0.11379455
7.12E-08,0.127829105,0.077364318,0.011177282,-0.129134819
7.12E-08,0.127878129,0.08002159,0.00979898,-0.129325897
7.13E-08,0.128090605,0.08001487,0.003825842,-0.130153999
7.13E-08,0.126080602,0.080013573,0.002716549,-0.127420694
7.14E-08,0.115230419,0.067850709,-0.003271531,-0.112666056
7.14E-08,0.112001702,0.06604895,-0.004016164,-0.108530633
7.15E-08,0.089397229,0.043858267,-0.009229397,-0.079578228
7.15E-08,0.085806645,0.041481063,-0.009625947,-0.075509392
7.16E-08,0.05109508,0.013706869,-0.013459549,-0.036174353
7.16E-08,0.048061486,0.011789481,-0.013591851,-0.033233311
7.17E-08,0.002603377,-0.016338564,-0.015574375,0.01083791
7.17E-08,0.000930086,-0.017276099,-0.015567376,0.012205771
7.18E-08,-0.050949175,-0.041124906,-0.015350373,0.054615382
7.19E-08,-0.100031286,-0.057221577,-0.012866918,0.088232227
7.19E-08,-0.101614468,-0.057483509,-0.012786812,0.089316569
7.20E-08,-0.137641847,-0.065342665,-0.008511304,0.10941045
7.20E-08,-0.140043333,-0.06544514,-0.008226311,0.110749848
7.21E-08,-0.156296477,-0.06693127,-0.002923587,0.116076656
7.21E-08,-0.157977581,-0.066618785,-0.002375111,0.116627626
7.22E-08,-0.151801959,-0.06370201,0.003076633,0.107895449
7.22E-08,-0.150919795,-0.06275782,0.003855394,0.106648088
7.23E-08,-0.124676012,-0.05638352,0.008633061,0.086203724
7.23E-08,-0.119816832,-0.054472513,0.009517672,0.082418337
7.24E-08,-0.080116808,-0.044534463,0.012891488,0.053779274
7.24E-08,-0.070952728,-0.041222911,0.013670277,0.04716843
7.25E-08,-0.026516054,-0.027428556,0.015181367,0.014501659
7.25E-08,-0.014074859,-0.022411224,0.015604436,0.005355753
7.26E-08,0.026810277,-0.005205848,0.015152554,-0.026944766
7.26E-08,0.040436205,0.001391286,0.015001954,-0.037709668
7.27E-08,0.071923405,0.020359827,0.012859013,-0.065435611
7.28E-08,0.084246285,0.027722379,0.012020349,-0.076286472
7.28E-08,0.103782646,0.04571718,0.008713194,-0.095944814
7.29E-08,0.112661943,0.052282836,0.007210089,-0.104879543
7.29E-08,0.120575026,0.066072136,0.003354542,-0.114243135
7.30E-08,0.124720365,0.069827028,0.001334781,-0.119148336
7.30E-08,0.123011403,0.076653495,-0.002467054,-0.117649265
7.31E-08,0.12198595,0.075798638,-0.004748319,-0.116749756
7.31E-08,0.11300043,0.07444521,-0.007996975,-0.105517022
7.32E-08,0.106853142,0.068183862,-0.010219487,-0.097832337
7.32E-08,0.092499025,0.05951326,-0.012584686,-0.0794148
7.33E-08,0.08133433,0.048499495,-0.014424348,-0.065089554
7.33E-08,0.063064583,0.035126001,-0.015731286,-0.042935979
7.34E-08,0.04694394,0.02134278,-0.016884485,-0.023388376
7.34E-08,0.026255973,0.006640811,-0.017110523,-0.001177473
7.35E-08,0.005570797,-0.0072181,-0.017336531,0.021030432
7.35E-08,-0.015486456,-0.020212699,-0.016574575,0.040088017
7.36E-08,-0.039350938,-0.031550702,-0.015711039,0.061686248
7.36E-08,-0.05810966,-0.040888138,-0.01414407,0.075385451
7.37E-08,-0.082227193,-0.047929313,-0.012129465,0.092998102
7.37E-08,-0.095871828,-0.053013995,-0.010023268,0.100345872
7.38E-08,-0.11581625,-0.0552339,-0.00694463,0.111086138
7.38E-08,-0.122230589,-0.056636039,-0.004629486,0.112219818
7.39E-08,-0.132920384,-0.054652642,-0.00077119,0.114109151
7.39E-08,-0.131469354,-0.05356168,0.001421253,0.110032856
7.40E-08,-0.128699467,-0.048483189,0.005606434,0.102251567
7.40E-08,-0.120554052,-0.046065107,0.007388784,0.094517261
7.41E-08,-0.102632374,-0.038697477,0.011310338,0.077500105
7.42E-08,-0.090413027,-0.035683017,0.012483624,0.067871019
7.42E-08,-0.059190374,-0.026116965,0.015481583,0.043266941
7.43E-08,-0.046098955,-0.022789955,0.015981706,0.033432957
7.43E-08,-0.006817632,-0.010654815,0.017482346,0.003925689
7.44E-08,0.004388635,-0.007116037,0.017379954,-0.004727615
7.44E-08,0.044414476,0.00770426,0.017014237,-0.035634942
7.45E-08,0.052131582,0.011262104,0.016485766,-0.042158023
7.45E-08,0.085563116,0.027892876,0.014196358,-0.070416883
7.46E-08,0.089528322,0.031090837,0.013468873,-0.07438086
7.46E-08,0.110943846,0.047253713,0.009539824,-0.095789775
7.47E-08,0.111942425,0.04964783,0.008824074,-0.09733025
7.48E-08,0.118933,0.061830342,0.003813433,-0.108114421
7.48E-08,0.118218392,0.063135512,0.003257044,-0.107860886
7.49E-08,0.111309469,0.067471936,-0.002122191,-0.105409682
7.49E-08,0.110080339,0.067770958,-0.002453608,-0.10431122
7.50E-08,0.091640718,0.061457898,-0.00742559,-0.087831929
7.50E-08,0.090764433,0.061247494,-0.00755195,-0.086893365
7.51E-08,0.063597806,0.043889303,-0.01146939,-0.057795849
7.52E-08,0.031078087,0.018854715,-0.013758546,-0.020880843
7.52E-08,0.030029209,0.017964192,-0.013832379,-0.019690203
7.53E-08,-0.004578488,-0.008753441,-0.014283593,0.018257266
7.53E-08,-0.006887993,-0.010348177,-0.014313704,0.020789647
7.54E-08,-0.041185718,-0.033448614,-0.01305154,0.054166365
7.54E-08,-0.044733495,-0.035138395,-0.01292098,0.057618871
7.55E-08,-0.075508922,-0.050912093,-0.010224763,0.082028732
7.55E-08,-0.079904735,-0.051959444,-0.009839648,0.085515313
7.56E-08,-0.103086777,-0.059029613,-0.006113158,0.098417521
7.56E-08,-0.107381262,-0.058886621,-0.005422824,0.100807659
7.57E-08,-0.118904389,-0.058143329,-0.001179126,0.101680256
7.57E-08,-0.121563353,-0.056651078,-0.000199893,0.101881608
7.58E-08,-0.118773699,-0.050432287,0.004001154,0.091964439
7.58E-08,-0.117992729,-0.047782805,0.005177244,0.089188114
7.59E-08,-0.100941479,-0.03869804,0.008758093,0.071007341
7.59E-08,-0.095256709,-0.035201352,0.009951924,0.064945996
7.60E-08,-0.06715899,-0.025150139,0.012414199,0.041749977
7.60E-08,-0.056165259,-0.020988429,0.013377608,0.032674126
7.61E-08,-0.022738058,-0.010814364,0.014419681,0.007909982
7.61E-08,-0.007542086,-0.005969786,0.014893407,-0.003347773
7.62E-08,0.024592368,0.004202677,0.014455401,-0.026472947
7.62E-08,0.041426275,0.009765661,0.014225948,-0.038587265
7.63E-08,0.066589549,0.019879283,0.012496925,-0.057393465
7.63E-08,0.081685886,0.025905985,0.011459623,-0.068675965
7.64E-08,0.096540734,0.035449348,0.008834923,-0.081204399
7.64E-08,0.106705107,0.041124921,0.007038981,-0.089776941
7.65E-08,0.110743992,0.048983045,0.004024522,-0.094958387
7.65E-08,0.113885455,0.052881915,0.001679863,-0.098988533
7.66E-08,0.108928777,0.057615526,-0.001215189,-0.096764535
7.66E-08,0.104554608,0.058010239,-0.003770015,-0.094801903
7.67E-08,0.093632311,0.05843126,-0.006139362,-0.086143702
7.68E-08,0.082710013,0.053924475,-0.008508708,-0.077485494
7.68E-08,0.068875626,0.049699325,-0.010123671,-0.064239107
7.69E-08,0.053198904,0.039942414,-0.011953699,-0.049228702
7.69E-08,0.038764693,0.031906068,-0.012731838,-0.033795368
7.70E-08,0.020207055,0.018036678,-0.013732268,-0.013953189
7.70E-08,0.006585113,0.008019435,-0.013721726,0.001148325
7.71E-08,-0.013322834,-0.007461909,-0.013706319,0.023218611
7.71E-08,-0.025305392,-0.017238488,-0.013050626,0.03580578
7.72E-08,-0.045278478,-0.03113585,-0.011957687,0.056786656
7.72E-08,-0.054962713,-0.038780075,-0.01085272,0.065397955
7.73E-08,-0.073449068,-0.048154615,-0.008743434,0.081836171
7.73E-08,-0.080121368,-0.052619185,-0.007401346,0.085920356
7.74E-08,-0.094798706,-0.055671252,-0.004449101,0.094904512
7.74E-08,-0.097816378,-0.056919705,-0.003076619,0.094792627
7.75E-08,-0.105528928,-0.053473447,0.000431165,0.094506681
7.75E-08,-0.104666822,-0.052274536,0.001658308,0.091184087
7.76E-08,-0.102080978,-0.043660194,0.005339073,0.081218094
7.76E-08,-0.097842708,-0.041147903,0.006277237,0.076005042
7.77E-08,-0.082703397,-0.029511219,0.009628401,0.057383783
7.77E-08,-0.076353237,-0.026718898,0.010197726,0.051611785
7.78E-08,-0.048833594,-0.014087359,0.012665008,0.026597714
7.78E-08,-0.042065524,-0.01165737,0.012868609,0.021360861
7.79E-08,-0.005530799,0.000742624,0.013967668,-0.006908191
7.79E-08,8.65E-05,0.002579513,0.013883595,-0.010898964
7.80E-08,0.039413784,0.014390382,0.013294999,-0.038838685
7.80E-08,0.042980146,0.015655637,0.013052578,-0.041317798
7.81E-08,0.077457532,0.026903883,0.010709005,-0.065284342
7.81E-08,0.078970924,0.027680404,0.010451525,-0.066394992
7.82E-08,0.101648904,0.038053345,0.00659322,-0.083038025
7.82E-08,0.101861179,0.038399085,0.006437091,-0.083250895
7.83E-08,0.108442716,0.046670467,0.001596426,-0.089850754
7.84E-08,0.098641559,0.05052137,-0.003322244,-0.084859751
7.84E-08,0.098325416,0.050434124,-0.0034809,-0.084698759
7.85E-08,0.076546252,0.047816321,-0.007586613,-0.069069944
7.85E-08,0.075094514,0.047138602,-0.007860288,-0.068028174
7.86E-08,0.047096588,0.037310176,-0.010681586,-0.044317845
7.86E-08,0.044200681,0.035595093,-0.010973401,-0.041865416
7.87E-08,0.015091346,0.019586435,-0.012282445,-0.013714101
7.88E-08,0.01093319,0.016717605,-0.012469437,-0.009692795
7.88E-08,-0.015824707,-0.00265009,-0.012279178,0.018696971
7.89E-08,-0.020779081,-0.006279185,-0.012243951,0.023953494
7.89E-08,-0.043353837,-0.025152048,-0.010764811,0.048486155
7.90E-08,-0.048564836,-0.028671082,-0.010423377,0.054149106
7.90E-08,-0.066065073,-0.043329716,-0.007992324,0.071542032
7.91E-08,-0.070964716,-0.045650903,-0.007311688,0.076411627
7.91E-08,-0.082623847,-0.053610697,-0.004319813,0.084738344
7.92E-08,-0.086509526,-0.053829722,-0.003322701,0.087513417
7.93E-08,-0.091309242,-0.054459471,-0.000166465,0.086459339
7.93E-08,-0.093187667,-0.05220411,0.001068765,0.086046815
7.94E-08,-0.090115272,-0.046691786,0.004027735,0.076795958
7.94E-08,-0.088718861,-0.042269163,0.00537259,0.072591439
7.95E-08,-0.077479273,-0.032980699,0.007780068,0.057427634
7.95E-08,-0.071591318,-0.027222661,0.009041246,0.049483944
7.96E-08,-0.053321578,-0.016754426,0.01061417,0.03124514
7.96E-08,-0.042358942,-0.010648977,0.011557993,0.02030107
7.97E-08,-0.019864688,-0.000982656,0.012135919,0.00183737
7.97E-08,-0.004475632,0.004709388,0.012531297,-0.010794251
7.98E-08,0.01823632,0.012591626,0.012099541,-0.027046636
7.98E-08,0.035901777,0.017519338,0.011763719,-0.039687812
7.99E-08,0.054675527,0.023502825,0.010458604,-0.051971786
7.99E-08,0.07124088,0.027627066,0.009307014,-0.062810771
8.00E-08,0.082950801,0.032025624,0.007397765,-0.070129491
8.00E-08,0.094662309,0.035310693,0.005488259,-0.077449203
8.01E-08,0.098055318,0.038390473,0.003327451,-0.079541452
8.01E-08,0.101900667,0.04046775,0.000878576,-0.081912622
8.02E-08,0.097759426,0.042178493,-0.001162221,-0.07917279
8.02E-08,0.092435151,0.042196032,-0.003786013,-0.075650275
8.03E-08,0.083064519,0.042208698,-0.005408545,-0.069027476
8.03E-08,0.069367431,0.039027877,-0.007780206,-0.059346907
8.04E-08,0.057661254,0.037018806,-0.008820482,-0.050199505
8.04E-08,0.038152363,0.029752208,-0.010554148,-0.034954928
8.05E-08,0.026674675,0.025755225,-0.010971398,-0.024860378
8.05E-08,0.004764771,0.01441771,-0.011767893,-0.005590766
8.06E-08,-0.004821491,0.009019448,-0.011631952,0.003894529
8.06E-08,-0.025913339,-0.005060475,-0.011332851,0.024764225
8.07E-08,-0.03293667,-0.010821261,-0.010789571,0.032363001
8.08E-08,-0.050882559,-0.025095077,-0.009401394,0.051779266
8.08E-08,-0.055371094,-0.030059418,-0.008628729,0.05669795
8.09E-08,-0.068839125,-0.041366536,-0.006310315,0.071456656
8.09E-08,-0.071135007,-0.04466385,-0.005476875,0.073511831
8.10E-08,-0.079335295,-0.05018869,-0.002500045,0.080852389
8.10E-08,-0.079815626,-0.051515013,-0.001739315,0.080436781
8.11E-08,-0.081896484,-0.049722563,0.001556267,0.078636326
8.11E-08,-0.080923155,-0.049377888,0.002158207,0.076557167
8.12E-08,-0.075666323,-0.040552445,0.005409203,0.06532792
8.12E-08,-0.073686399,-0.039245181,0.005806391,0.062556192
8.13E-08,-0.059825867,-0.025386604,0.008586922,0.043152619
8.13E-08,-0.057458788,-0.02390187,0.008782811,0.040567748
8.14E-08,-0.034573618,-0.00798485,0.010676696,0.015576931
8.14E-08,-0.032544054,-0.006887287,0.010720494,0.01376948
8.15E-08,-0.002096192,0.008177679,0.011377558,-0.013346179
8.15E-08,-0.000996387,0.008679773,0.011351559,-0.014168188
8.16E-08,0.033099934,0.020903287,0.010545545,-0.039652236
8.17E-08,0.063852482,0.029284228,0.008307945,-0.059376955
8.17E-08,0.064844362,0.029445723,0.008235774,-0.060013149
8.18E-08,0.085454263,0.034290913,0.004949532,-0.071316443
8.18E-08,0.08682964,0.034440462,0.004730229,-0.072070755
8.19E-08,0.093744226,0.036606725,0.000917801,-0.074335717
8.19E-08,0.094459474,0.036592055,0.000523442,-0.074570008
8.20E-08,0.087305248,0.036455099,-0.003196371,-0.068272367
8.20E-08,0.086283371,0.036054108,-0.003727691,-0.067372844
8.21E-08,0.06784144,0.033347216,-0.006793264,-0.053914398
8.21E-08,0.064425066,0.032225192,-0.007361162,-0.051421218
8.22E-08,0.039567895,0.026392708,-0.009386293,-0.032934114
8.22E-08,0.033832103,0.024196206,-0.009853591,-0.028668215
8.23E-08,0.007924663,0.015043325,-0.010648407,-0.007796641
8.23E-08,0.000668969,0.011610991,-0.010871005,-0.001951302
8.24E-08,-0.021930389,-0.000154438,-0.010460963,0.018443041
8.24E-08,-0.029464865,-0.00455963,-0.010324257,0.025242379
8.25E-08,-0.046236023,-0.017222328,-0.008919625,0.04243521
8.25E-08,-0.052798033,-0.021810362,-0.008370037,0.049162209
8.26E-08,-0.063057654,-0.033026654,-0.006298989,0.060962711
8.26E-08,-0.067721672,-0.036606919,-0.005357492,0.066327207
8.27E-08,-0.072003961,-0.044124622,-0.002985268,0.071446419
8.28E-08,-0.074247271,-0.045450933,-0.001742558,0.074128166
8.28E-08,-0.073487453,-0.047862191,0.000596128,0.0723873
8.29E-08,-0.073031612,-0.04609346,0.001999189,0.071342893
8.29E-08,-0.068010196,-0.043292649,0.004042611,0.063664116
8.30E-08,-0.064574316,-0.038361069,0.005440815,0.058409937
8.30E-08,-0.055834223,-0.03153304,0.00697231,0.046575591
8.31E-08,-0.049037188,-0.024241233,0.008163329,0.037372205
8.31E-08,-0.037201602,-0.015385773,0.009054547,0.023625704
8.32E-08,-0.026758257,-0.007158035,0.00984093,0.011496232
8.32E-08,-0.012936146,0.001618139,0.01004975,-0.001921952
8.33E-08,0.000885965,0.009211487,0.01025857,-0.015340135
8.33E-08,0.014927583,0.016330315,0.009824497,-0.026586305
8.34E-08,0.030839127,0.02207699,0.009332617,-0.039330129
8.34E-08,0.04291309,0.026810275,0.008371257,-0.047203831
8.35E-08,0.058436222,0.030168675,0.007135266,-0.05732682
8.35E-08,0.066522896,0.032594297,0.00582796,-0.061344992
8.36E-08,0.078341253,0.033671591,0.003917383,-0.067217395
8.36E-08,0.081239268,0.034351908,0.002487544,-0.067533746
8.37E-08,0.086069807,0.033586938,0.000104224,-0.068061061
8.37E-08,0.083810136,0.033166166,-0.001213836,-0.065306693
8.38E-08,0.079496615,0.030890627,-0.003729897,-0.060048837
8.38E-08,0.073309667,0.029806914,-0.004752,-0.055147476
8.39E-08,0.059699982,0.025943324,-0.007000364,-0.044365749
8.39E-08,0.051559377,0.02436292,-0.007625507,-0.038362384
8.40E-08,0.03075365,0.01846703,-0.009223242,-0.023019012
8.40E-08,0.022695156,0.016415924,-0.009436158,-0.01692785
8.41E-08,-0.001475977,0.008070679,-0.010074788,0.001342348
8.41E-08,-0.007942972,0.005636869,-0.009940014,0.006656663
8.42E-08,-0.031043373,-0.004996485,-0.009458599,0.025639638
8.42E-08,-0.035248462,-0.007548049,-0.009095095,0.029579781
8.43E-08,-0.05347202,-0.019315161,-0.007519781,0.046655152
8.44E-08,-0.055519469,-0.021578856,-0.007063723,0.048964117
8.44E-08,-0.066571794,-0.032316435,-0.004601877,0.061428145
8.45E-08,-0.067039989,-0.03390706,-0.004172109,0.062215202
8.45E-08,-0.070317842,-0.040927142,-0.001163267,0.067725465
8.46E-08,-0.069914378,-0.041679177,-0.0008365,0.067421146
8.46E-08,-0.066013962,-0.042633951,0.002322485,0.064479172
8.47E-08,-0.065341406,-0.042699862,0.002516806,0.063702427
8.48E-08,-0.055263273,-0.036490519,0.00542869,0.052062925
8.48E-08,-0.054764438,-0.036283556,0.005502062,0.051445615
8.49E-08,-0.039298438,-0.023610495,0.007776919,0.032306314
8.50E-08,-0.019610515,-0.00740948,0.009063636,0.008962319
8.50E-08,-0.018975465,-0.00688358,0.00910514,0.008209339
8.51E-08,0.003183206,0.008895683,0.009261124,-0.01504336
8.51E-08,0.004660238,0.009755584,0.009271521,-0.016593317
8.52E-08,0.027311649,0.02222601,0.008348237,-0.036433276
8.52E-08,0.029654549,0.023045111,0.008252739,-0.038485378
8.53E-08,0.049899742,0.030690657,0.006411629,-0.052476823
8.53E-08,0.052791689,0.031106213,0.006148633,-0.054475445
8.54E-08,0.067274533,0.033911671,0.003655891,-0.061342228
8.54E-08,0.069956116,0.03372477,0.003194346,-0.062613651
8.55E-08,0.075834617,0.032752808,0.000403143,-0.062246587
8.55E-08,0.077191569,0.031954829,-0.000241159,-0.062161855
8.56E-08,0.073185548,0.028630823,-0.002916819,-0.055427272
8.56E-08,0.07206396,0.027305186,-0.003665939,-0.053541753
8.57E-08,0.05906494,0.022759326,-0.005848229,-0.041986253
8.57E-08,0.05473271,0.020937519,-0.006575528,-0.038135111
8.58E-08,0.035676416,0.015699334,-0.007986123,-0.02368184
8.58E-08,0.028218517,0.013290931,-0.008538175,-0.018025387
8.59E-08,0.007229558,0.007404556,-0.00902703,-0.002709649
8.59E-08,-0.002309941,0.004268753,-0.009249216,0.004251367
8.60E-08,-0.021125728,-0.002317112,-0.008826331,0.018478472
8.60E-08,-0.030982539,-0.006180893,-0.008604799,0.025931463
8.61E-08,-0.044648916,-0.013205328,-0.007432149,0.037385009
8.61E-08,-0.052849334,-0.017433221,-0.006728508,0.04425763
8.62E-08,-0.060099132,-0.024126941,-0.005074013,0.051683035
8.62E-08,-0.065058954,-0.027893141,-0.00394212,0.056762997
8.63E-08,-0.066256858,-0.033108506,-0.002113619,0.05949039
8.63E-08,-0.067188598,-0.035257507,-0.000691403,0.061611772
8.64E-08,-0.063747667,-0.037866935,0.001034729,0.059659991
8.64E-08,-0.060711499,-0.037273891,0.002557812,0.057937805
8.65E-08,-0.054337434,-0.036641404,0.003967941,0.052014139
8.65E-08,-0.047962513,-0.032680996,0.005378261,0.046089675
8.66E-08,-0.040081371,-0.028968079,0.00633257,0.037463762
8.67E-08,-0.031149559,-0.021871537,0.007414101,0.027687896
8.67E-08,-0.02271294,-0.016027167,0.007865795,0.017949596
8.68E-08,-0.011866232,-0.006953601,0.008446525,0.005429353
8.68E-08,-0.003491833,-0.000401256,0.008423711,-0.003825382
8.69E-08,0.008749065,0.008835555,0.008390364,-0.017353071
8.69E-08,0.016501049,0.014669717,0.007972783,-0.024826329
8.70E-08,0.029420091,0.022149593,0.007276866,-0.037280865
8.70E-08,0.035860579,0.026263889,0.006576501,-0.04217723
8.71E-08,0.048154913,0.03056244,0.005239566,-0.051523965
8.71E-08,0.052521504,0.032609157,0.004387112,-0.053625003
8.72E-08,0.062128946,0.033201519,0.002511528,-0.058247738
8.72E-08,0.063845232,0.033443883,0.001642234,-0.057848223
8.73E-08,0.068230644,0.030742116,-0.000578972,-0.056827392
8.73E-08,0.067200802,0.029802458,-0.001337168,-0.054575246
8.74E-08,0.064110719,0.024815472,-0.003612167,-0.047817588
8.74E-08,0.060866177,0.023361195,-0.00417129,-0.044517461
8.75E-08,0.049277525,0.017165253,-0.006168332,-0.032730278
8.75E-08,0.044856612,0.015677821,-0.006488001,-0.029164486
8.76E-08,0.025704619,0.008970064,-0.007872853,-0.013716996
8.76E-08,0.021314368,0.007680218,-0.007963233,-0.010519973
8.77E-08,-0.002396784,0.000640016,-0.008451357,0.006746714
8.77E-08,-0.00580028,-0.00040281,-0.008369754,0.00916868
8.78E-08,-0.029626591,-0.007896251,-0.007798494,0.026123755
8.78E-08,-0.031619955,-0.008699058,-0.007631176,0.027614729
8.79E-08,-0.050892022,-0.016595129,-0.006013528,0.042029627
8.79E-08,-0.051634688,-0.017139604,-0.0058493,0.042680066
8.80E-08,-0.062776312,-0.024756851,-0.003385536,0.052438036
8.80E-08,-0.062822804,-0.025010722,-0.003290168,0.052546415
8.81E-08,-0.06426423,-0.03088649,-0.000333582,0.055906456
8.82E-08,-0.05683836,-0.033021994,0.00259878,0.051935166
8.82E-08,-0.05659885,-0.032926053,0.00269336,0.051807079
8.83E-08,-0.043315087,-0.030047566,0.005109419,0.041220233
8.83E-08,-0.042428609,-0.029506788,0.005270652,0.040513732
8.84E-08,-0.026357397,-0.021673391,0.006887571,0.025067749
8.84E-08,-0.024694983,-0.020449666,0.007054827,0.023470007
8.85E-08,-0.008139113,-0.009026469,0.007752405,0.005615024
8.85E-08,-0.005774353,-0.007150633,0.007852043,0.003064706
8.86E-08,0.009890784,0.005512269,0.007652644,-0.014461894
8.87E-08,0.012792756,0.007680683,0.007615705,-0.017708702
8.87E-08,0.02676196,0.018952506,0.006644727,-0.032373108
8.88E-08,0.029985355,0.020819157,0.006420674,-0.03575692
8.88E-08,0.041478854,0.028597545,0.004868696,-0.045663644
8.89E-08,0.04469775,0.029556265,0.004434045,-0.048438143
8.89E-08,0.05264822,0.032842584,0.002531278,-0.052622389
8.90E-08,0.055298138,0.032510359,0.00189708,-0.054017011
8.90E-08,0.058458131,0.03155503,-0.000104471,-0.052510392
8.91E-08,0.059694417,0.029914983,-0.000887539,-0.051920958
8.91E-08,0.057134878,0.025905585,-0.002724358,-0.045617204
8.92E-08,0.055971313,0.023276385,-0.003559374,-0.042751525
8.92E-08,0.047674447,0.017755689,-0.005013677,-0.0331196
8.93E-08,0.043328919,0.014618065,-0.005775376,-0.028074825
8.93E-08,0.030533053,0.008912061,-0.006680785,-0.016825456
8.94E-08,0.022857191,0.005682163,-0.007223913,-0.010077293
8.95E-08,0.007928765,0.000567576,-0.007488896,0.001132089
8.95E-08,-0.002285956,-0.002549639,-0.00767021,0.008802068
8.96E-08,-0.016455516,-0.006865583,-0.007302361,0.018578311
8.96E-08,-0.027474964,-0.009863384,-0.00701629,0.026181143
8.97E-08,-0.038288847,-0.013504034,-0.006125737,0.033500295
8.97E-08,-0.047830671,-0.016396398,-0.005339942,0.039958477
8.98E-08,-0.053713627,-0.019481558,-0.00411619,0.044217013
8.98E-08,-0.059596583,-0.022062974,-0.002892437,0.048475549
8.99E-08,-0.060320124,-0.024483074,-0.001562338,0.04949633
8.99E-08,-0.061140019,-0.026185533,-5.51E-05,0.050653052
9.00E-08,-0.057667214,-0.027587775,0.001172563,0.048669506
9.00E-08,-0.053202331,-0.027558809,0.002750945,0.046119317
9.01E-08,-0.047169007,-0.027537888,0.003709666,0.041732628
9.01E-08,-0.038351536,-0.024947869,0.005110801,0.035321649
9.02E-08,-0.031444855,-0.023312252,0.005702805,0.029417332
9.02E-08,-0.019932481,-0.017784018,0.006689585,0.019575739
9.03E-08,-0.013422498,-0.014743222,0.006901278,0.013185095
9.03E-08,-0.000995513,-0.006693322,0.00730538,0.000985915
9.04E-08,0.004426843,-0.002859603,0.00718894,-0.004887146
9.04E-08,0.016354622,0.006410699,0.006932802,-0.017806359
9.05E-08,0.020471964,0.010202723,0.006579409,-0.022369018
9.05E-08,0.030995049,0.018772747,0.00567621,-0.03403024
9.06E-08,0.033827569,0.021754151,0.005189935,-0.036840182
9.07E-08,0.042323608,0.027650742,0.003731372,-0.045268491
9.07E-08,0.043930296,0.029370427,0.003211156,-0.046280291
9.08E-08,0.049669467,0.031203963,0.00135292,-0.049894486
9.08E-08,0.050102804,0.031643935,0.000880116,-0.049418677
9.09E-08,0.051980756,0.02906483,-0.001168872,-0.047356669
9.09E-08,0.051362753,0.028568676,-0.001535997,-0.04593154
9.10E-08,0.0480267,0.022332039,-0.003517775,-0.038238548
9.10E-08,0.046654426,0.021408167,-0.003755132,-0.036469832
9.11E-08,0.037047029,0.013035222,-0.005416888,-0.024086915
9.11E-08,0.035403796,0.012138259,-0.005529311,-0.022491984
9.12E-08,0.01951801,0.003331983,-0.006616156,-0.007073177
9.12E-08,0.018148553,0.002724698,-0.006635582,-0.005981093
