s,D0_U5.87_F_6mA,D0_U9.A8_F_6mA,D0_U1.AA17_F_6mA,D0_U8.G3_F_6mA
6.91E-08,-0.168460339,-0.090981498,-0.073676407,0.210800067
6.92E-08,-0.238274872,-0.141408488,-0.056426052,0.270164639
6.92E-08,-0.254384577,-0.148264185,-0.052445531,0.283863008
6.93E-08,-0.298941046,-0.176834553,-0.030835815,0.308799446
6.93E-08,-0.311414719,-0.178243384,-0.024786139,0.315780461
6.94E-08,-0.326986015,-0.183074117,-0.001978697,0.306120843
6.94E-08,-0.332177371,-0.177637309,0.005625151,0.302900374
6.95E-08,-0.316859663,-0.162009224,0.026780955,0.263736337
6.95E-08,-0.310866356,-0.149996281,0.035058536,0.248412728
6.96E-08,-0.266112596,-0.120628431,0.052049886,0.188612744
6.96E-08,-0.245767564,-0.103784464,0.059774138,0.161427736
6.97E-08,-0.177669734,-0.068416126,0.070715852,0.091676161
6.97E-08,-0.141996101,-0.049199332,0.076447763,0.055136204
6.98E-08,-0.061350655,-0.014262789,0.080387637,-0.013948705
6.98E-08,-0.012968614,0.005077442,0.082751311,-0.055395175
6.99E-08,0.066523865,0.035702955,0.079775967,-0.114759959
6.99E-08,0.120916307,0.053610299,0.077740103,-0.1553801
7.00E-08,0.185861662,0.078403942,0.068906903,-0.198576212
7.00E-08,0.236376435,0.093822017,0.062036399,-0.232174337
7.01E-08,0.277047038,0.11254108,0.049164344,-0.255780518
7.01E-08,0.312938005,0.124293044,0.037805013,-0.27661249
7.02E-08,0.325535089,0.136828363,0.02316726,-0.280178994
7.02E-08,0.338132173,0.143072486,0.008529506,-0.283745497
7.03E-08,0.325109303,0.148926392,-0.005502888,-0.269403517
7.03E-08,0.310350329,0.147086367,-0.021405999,-0.253149569
7.04E-08,0.27886951,0.145571232,-0.032820333,-0.225074708
7.04E-08,0.238389343,0.132947713,-0.047497664,-0.188974127
7.05E-08,0.19763802,0.123830304,-0.055073176,-0.152695194
7.05E-08,0.138081506,0.098850235,-0.066144496,-0.099674933
7.06E-08,0.096594736,0.083075143,-0.0694649,-0.061259143
7.06E-08,0.027442658,0.046769574,-0.074999511,0.00277409
7.07E-08,-0.008698728,0.026799746,-0.074390985,0.037672766
7.08E-08,-0.077689469,-0.016349029,-0.073229373,0.104291283
7.08E-08,-0.105297811,-0.036898389,-0.069571801,0.131266922
7.09E-08,-0.166029006,-0.079391599,-0.06152609,0.190606326
7.09E-08,-0.184248582,-0.096773483,-0.056007218,0.207141906
7.10E-08,-0.230814099,-0.129856437,-0.041902114,0.249403447
7.10E-08,-0.240160689,-0.141365573,-0.035746925,0.255143046
7.11E-08,-0.268195391,-0.15755266,-0.017284675,0.272358805
7.11E-08,-0.26979363,-0.162273467,-0.011537834,0.268915832
7.12E-08,-0.275502563,-0.157579944,0.008990143,0.256617427
7.12E-08,-0.270848304,-0.156453684,0.013621523,0.24699147
7.13E-08,-0.250678152,-0.131604642,0.033692501,0.205275491
7.13E-08,-0.24171862,-0.126824319,0.03682334,0.192995638
7.14E-08,-0.193354204,-0.086951613,0.05372392,0.126707748
7.14E-08,-0.182561353,-0.081045017,0.055323757,0.114989802
7.15E-08,-0.10699977,-0.033932026,0.066524334,0.032951534
7.15E-08,-0.097041801,-0.028884985,0.066888787,0.024012325
7.16E-08,-0.000774235,0.017573182,0.070412077,-0.062406451
7.16E-08,0.006170208,0.020780414,0.070062399,-0.067657709
7.17E-08,0.110231966,0.060722444,0.06482251,-0.146347329
7.17E-08,0.113268919,0.062053751,0.06437286,-0.148279399
7.18E-08,0.207427531,0.092491165,0.050431855,-0.208181947
7.19E-08,0.270876169,0.11205662,0.02981193,-0.239695266
7.19E-08,0.272922754,0.112357751,0.029146817,-0.240711749
7.20E-08,0.29304111,0.121392891,0.005507338,-0.240734443
7.20E-08,0.294382155,0.12133,0.0039316,-0.240735948
7.21E-08,0.270946324,0.12041799,-0.019110439,-0.212032303
7.21E-08,0.268522292,0.119211182,-0.021493744,-0.209063411
7.22E-08,0.210257068,0.107946791,-0.040610217,-0.157576278
7.22E-08,0.201934099,0.104666673,-0.043340929,-0.150221542
7.23E-08,0.123432346,0.082522325,-0.056159377,-0.084187552
7.23E-08,0.108897306,0.076328434,-0.058532782,-0.071960993
7.24E-08,0.026186431,0.044117544,-0.063835546,-0.000919155
7.24E-08,0.00709402,0.034753747,-0.065059602,0.015479654
7.25E-08,-0.066474244,-0.004251395,-0.062882751,0.081856884
7.25E-08,-0.087071575,-0.015935544,-0.062273283,0.100440904
7.26E-08,-0.143140078,-0.056002691,-0.053762626,0.153558314
7.26E-08,-0.161826223,-0.067875154,-0.050926249,0.171260938
7.27E-08,-0.197213337,-0.102011696,-0.038017921,0.204798102
7.28E-08,-0.211062491,-0.111003928,-0.032966096,0.217923254
7.28E-08,-0.226299897,-0.132981837,-0.017954033,0.228768259
7.29E-08,-0.233225301,-0.135974094,-0.011131038,0.233697325
7.29E-08,-0.230545312,-0.14225848,0.003751825,0.222341955
7.30E-08,-0.229141369,-0.137185112,0.011548338,0.216393352
7.30E-08,-0.211082354,-0.127961636,0.024482315,0.186691299
7.31E-08,-0.200246155,-0.114670567,0.032243259,0.168868795
7.31E-08,-0.169341713,-0.093627773,0.041807666,0.127138853
7.32E-08,-0.148198977,-0.074099325,0.048350994,0.098590024
7.32E-08,-0.107596241,-0.047056697,0.053729795,0.052307677
7.33E-08,-0.076015256,-0.024814075,0.057913452,0.01630906
7.33E-08,-0.030234018,0.00219409,0.058910441,-0.027333219
7.34E-08,0.010161878,0.023204958,0.059790149,-0.065841764
7.34E-08,0.055074099,0.045616347,0.056777034,-0.101106115
7.35E-08,0.099980257,0.062217083,0.053764328,-0.136365712
7.35E-08,0.137297004,0.077782512,0.047586437,-0.159680665
7.36E-08,0.179588586,0.088305347,0.040584948,-0.186103836
7.36E-08,0.203554451,0.096971445,0.032430261,-0.196259588
7.37E-08,0.234366655,0.101217851,0.02194602,-0.209316552
7.37E-08,0.241889328,0.104284331,0.01317424,-0.207186893
7.38E-08,0.252885252,0.102837145,0.000352487,-0.204073966
7.38E-08,0.244512171,0.101923078,-0.00768583,-0.192077845
7.39E-08,0.230558038,0.095228627,-0.02108206,-0.172085762
7.39E-08,0.210239843,0.091546349,-0.027321475,-0.153551146
7.40E-08,0.171454176,0.079338431,-0.039231971,-0.118170187
7.40E-08,0.145193338,0.073525734,-0.043071371,-0.096728489
7.41E-08,0.087413825,0.055022575,-0.051518876,-0.049552128
7.42E-08,0.061347872,0.047452029,-0.052846108,-0.028607994
7.42E-08,-0.00525539,0.022292683,-0.056237429,0.024908084
7.43E-08,-0.026498789,0.013542427,-0.055393219,0.042572919
7.43E-08,-0.090240456,-0.017012119,-0.052860126,0.095576964
7.44E-08,-0.104439504,-0.025922259,-0.050510056,0.108153112
7.44E-08,-0.155154765,-0.058187462,-0.042116232,0.153071806
7.45E-08,-0.162363872,-0.065933228,-0.039060012,0.159894362
7.45E-08,-0.193594664,-0.093982503,-0.02582005,0.189450562
7.46E-08,-0.195354953,-0.099376149,-0.022800831,0.191012591
7.46E-08,-0.204862058,-0.116390236,-0.006494439,0.199448854
7.47E-08,-0.203249097,-0.118910439,-0.004042206,0.197203293
7.48E-08,-0.191957444,-0.119334109,0.01312475,0.181483194
7.48E-08,-0.188880131,-0.119379498,0.014753028,0.177419588
7.49E-08,-0.159128398,-0.10104166,0.03049539,0.138132215
7.49E-08,-0.156076133,-0.09977717,0.031302895,0.134242758
7.50E-08,-0.110285513,-0.065035656,0.043417193,0.075892396
7.50E-08,-0.108369149,-0.063877769,0.043634858,0.073650911
7.51E-08,-0.048957661,-0.019202303,0.050382938,0.004160004
7.52E-08,0.018323958,0.025243165,0.050667118,-0.064184532
7.52E-08,0.020494031,0.026414149,0.050676282,-0.06638889
7.53E-08,0.086987093,0.061546173,0.044769756,-0.121931367
7.53E-08,0.091424435,0.063054532,0.044375591,-0.125637934
7.54E-08,0.148510724,0.084903821,0.033445362,-0.161905259
7.54E-08,0.154415756,0.085814834,0.032314733,-0.165656775
7.55E-08,0.192988902,0.094318956,0.018064318,-0.179745495
7.55E-08,0.198498502,0.093999155,0.016028859,-0.181757852
7.56E-08,0.21151869,0.091840349,0.000515595,-0.174254015
7.56E-08,0.213930681,0.090066753,-0.002358243,-0.17286393
7.57E-08,0.198961347,0.080847278,-0.016919116,-0.147187039
7.57E-08,0.195507169,0.077637456,-0.020279039,-0.141262099
7.58E-08,0.1560072,0.064260878,-0.031942591,-0.10272108
7.58E-08,0.144949123,0.059589602,-0.035207819,-0.091931455
7.59E-08,0.08964169,0.043572351,-0.042574748,-0.046746828
7.59E-08,0.071202561,0.03724562,-0.045030832,-0.031682577
7.60E-08,0.011642196,0.019059466,-0.047402941,0.013868786
7.60E-08,-0.011661845,0.01088569,-0.048331071,0.031691559
7.61E-08,-0.064301535,-0.009096611,-0.045816589,0.071903206
7.61E-08,-0.088231489,-0.018897032,-0.044673506,0.090183385
7.62E-08,-0.126012534,-0.039475586,-0.038138624,0.120465048
7.62E-08,-0.145804465,-0.049804959,-0.034715269,0.136328354
7.63E-08,-0.165440306,-0.06858398,-0.025570825,0.153629497
7.63E-08,-0.177220538,-0.077314563,-0.02008475,0.16400905
7.64E-08,-0.179789975,-0.091139562,-0.009975893,0.16715391
7.64E-08,-0.181548104,-0.095490232,-0.003058944,0.169305772
7.65E-08,-0.170930266,-0.101513952,0.006484203,0.159135535
7.65E-08,-0.162671655,-0.098932363,0.013906904,0.151225075
7.66E-08,-0.143572062,-0.09579806,0.021669716,0.130442739
7.66E-08,-0.126717046,-0.085044511,0.028520241,0.112102754
7.67E-08,-0.103186339,-0.073574163,0.033702202,0.084798709
7.68E-08,-0.07965564,-0.055487305,0.038884163,0.057494663
7.68E-08,-0.054571867,-0.038530722,0.041196607,0.028405122
7.69E-08,-0.026147682,-0.016095458,0.043816999,-0.004558278
7.69E-08,-0.001542533,0.002383493,0.043420922,-0.030928485
7.70E-08,0.030091574,0.024758657,0.042911701,-0.064831875
7.70E-08,0.052386586,0.040919244,0.040297374,-0.085016623
7.71E-08,0.084969893,0.058696784,0.036476634,-0.114515856
7.71E-08,0.102911443,0.069923431,0.032334045,-0.12659125
7.72E-08,0.132817253,0.079832956,0.025428979,-0.146719083
7.72E-08,0.144338027,0.085283674,0.020535339,-0.150429383
7.73E-08,0.166330159,0.086218305,0.011193808,-0.157512009
7.73E-08,0.169996485,0.086663418,0.006317674,-0.154017344
7.74E-08,0.17806147,0.079681739,-0.004408557,-0.146329999
7.74E-08,0.173823461,0.07682588,-0.008589331,-0.137727588
7.75E-08,0.162991956,0.064313173,-0.019274535,-0.115741573
7.75E-08,0.152501956,0.059960164,-0.022307996,-0.104487002
7.76E-08,0.121037602,0.044385966,-0.031406738,-0.070729353
7.76E-08,0.107301712,0.039843898,-0.033094268,-0.059138451
7.77E-08,0.058236469,0.022806922,-0.039122205,-0.017735217
7.77E-08,0.044668227,0.018718755,-0.03952755,-0.007610165
7.78E-08,-0.014132367,0.000710668,-0.041284192,0.036268707
7.78E-08,-0.02479336,-0.002753634,-0.040699869,0.043813322
7.79E-08,-0.082342468,-0.021796802,-0.037545644,0.084539898
7.79E-08,-0.088791847,-0.024617786,-0.036411911,0.089116648
7.80E-08,-0.133944482,-0.04422627,-0.028474562,0.121158816
7.80E-08,-0.136481807,-0.046326857,-0.027256861,0.12307065
7.81E-08,-0.161011159,-0.064521685,-0.015484879,0.141553059
7.81E-08,-0.161054537,-0.065777764,-0.014552593,0.141644076
7.82E-08,-0.161704525,-0.078860655,-0.000582383,0.143008053
7.82E-08,-0.161017135,-0.079296723,-0.00012493,0.142448977
7.83E-08,-0.139705285,-0.082717076,0.014058094,0.125115052
7.84E-08,-0.10315989,-0.073123366,0.025988478,0.091143347
7.84E-08,-0.101981089,-0.072391175,0.026373303,0.090047561
7.85E-08,-0.058909796,-0.050422356,0.034181528,0.04549038
7.85E-08,-0.056038789,-0.048329458,0.034701999,0.042520329
7.86E-08,-0.012407436,-0.017977899,0.037770737,-0.005721999
7.86E-08,-0.00789452,-0.014495785,0.038088147,-0.010711841
7.87E-08,0.032705713,0.018006446,0.036550619,-0.055450261
7.88E-08,0.038505297,0.022156393,0.036330987,-0.06184097
7.88E-08,0.073917389,0.050173022,0.030902321,-0.096839093
7.89E-08,0.080474138,0.053728063,0.029897174,-0.10331919
7.89E-08,0.108656421,0.072215803,0.021668492,-0.124338798
7.90E-08,0.115161829,0.073860578,0.019769039,-0.129190817
7.90E-08,0.133465201,0.080711924,0.010025551,-0.134585977
7.91E-08,0.13858971,0.079618901,0.007297609,-0.136096492
7.91E-08,0.144094259,0.075870715,-0.002621489,-0.126823887
7.92E-08,0.14592877,0.072015949,-0.00592726,-0.12373358
7.93E-08,0.136705145,0.060932446,-0.014732125,-0.10286776
7.93E-08,0.133095369,0.055019204,-0.01817801,-0.094701685
7.94E-08,0.109623447,0.040566664,-0.024866335,-0.066595376
7.94E-08,0.098955438,0.033632442,-0.027906183,-0.053821035
7.95E-08,0.064863838,0.019069081,-0.031785432,-0.023196725
7.95E-08,0.047004666,0.011991445,-0.033817612,-0.007153921
7.96E-08,0.008590931,-0.000875847,-0.034585126,0.021679232
7.96E-08,-0.014458969,-0.007683986,-0.035045668,0.038980369
7.97E-08,-0.049818289,-0.018462824,-0.032845285,0.062620878
7.97E-08,-0.074008755,-0.025001403,-0.031339932,0.078794129
7.98E-08,-0.09994752,-0.034055907,-0.026753569,0.094974637
7.98E-08,-0.120122805,-0.040320106,-0.023186274,0.107559904
7.99E-08,-0.133041427,-0.047926426,-0.017126771,0.115206167
7.99E-08,-0.144440413,-0.053376012,-0.011780061,0.121952988
8.00E-08,-0.144204676,-0.059188064,-0.005310565,0.121124357
8.00E-08,-0.143968895,-0.06246499,0.001159804,0.120295607
8.01E-08,-0.133393511,-0.065537132,0.00705596,0.112067945
8.01E-08,-0.121408276,-0.064704776,0.013738155,0.102743417
8.02E-08,-0.104862183,-0.064019293,0.018278325,0.089031532
8.02E-08,-0.08358936,-0.057310037,0.024115488,0.071402565
8.03E-08,-0.065402947,-0.052465048,0.02684203,0.054702003
8.03E-08,-0.038819786,-0.039245758,0.030827429,0.03029071
8.04E-08,-0.022135131,-0.030896181,0.031668659,0.013307587
8.04E-08,0.005670624,-0.01238231,0.033070609,-0.014995579
8.05E-08,0.019248761,-0.002198781,0.032277983,-0.029774172
8.05E-08,0.045168236,0.018438207,0.030764924,-0.057985213
8.06E-08,0.055239864,0.028264333,0.028796107,-0.0687235
8.06E-08,0.077399619,0.046599515,0.024464283,-0.092350058
8.07E-08,0.08412493,0.054101333,0.021854149,-0.098164082
8.08E-08,0.101309329,0.065803327,0.015184782,-0.113019973
8.08E-08,0.104884841,0.069873199,0.012444548,-0.114041589
8.09E-08,0.115613319,0.072138578,0.004222366,-0.117106989
8.09E-08,0.116156936,0.072799191,0.001768435,-0.114329919
8.10E-08,0.118098579,0.06529586,-0.006996362,-0.104410946
8.10E-08,0.115862854,0.063494571,-0.008881803,-0.0993402
8.11E-08,0.10617739,0.048354913,-0.017049784,-0.077373043
8.11E-08,0.101848342,0.04544368,-0.01825182,-0.071611732
8.12E-08,0.078467742,0.026355643,-0.024743853,-0.040495686
8.12E-08,0.073229223,0.023528239,-0.025291173,-0.035360605
8.13E-08,0.036556777,0.004340282,-0.029122712,0.000587751
8.13E-08,0.031811021,0.002284588,-0.029164959,0.00429272
8.14E-08,-0.014071429,-0.01427431,-0.029573411,0.040112756
8.14E-08,-0.017231118,-0.015416133,-0.029347211,0.042168528
8.15E-08,-0.064633273,-0.02835826,-0.025953723,0.073009543
8.15E-08,-0.065899722,-0.028789602,-0.02572673,0.073710151
8.16E-08,-0.105162464,-0.038539764,-0.018689476,0.095430538
8.17E-08,-0.126709357,-0.045655366,-0.009083578,0.104703687
8.17E-08,-0.127404317,-0.045804214,-0.008773754,0.105002776
8.18E-08,-0.127335995,-0.050269999,0.001660676,0.101146832
8.18E-08,-0.127331436,-0.050330907,0.002357006,0.100889511
8.19E-08,-0.108224399,-0.05121322,0.012082626,0.08536575
8.19E-08,-0.106247954,-0.050757278,0.01308865,0.083759964
8.20E-08,-0.074580729,-0.046501171,0.020718895,0.059238657
8.20E-08,-0.070057541,-0.044952784,0.021808762,0.055736154
8.21E-08,-0.033786576,-0.034500331,0.026381919,0.025839245
8.21E-08,-0.027067367,-0.031383991,0.027229099,0.020300832
8.22E-08,0.006870755,-0.015184666,0.028385315,-0.01076808
8.22E-08,0.014701979,-0.010481393,0.028652111,-0.017937234
8.23E-08,0.041957431,0.009117272,0.026621478,-0.045891739
8.23E-08,0.049590651,0.014720759,0.026052775,-0.053720739
8.24E-08,0.068652242,0.033928517,0.021520054,-0.07483831
8.24E-08,0.075007252,0.03906684,0.020008875,-0.081878766
8.25E-08,0.086296201,0.053836912,0.013916184,-0.093609571
8.25E-08,0.090713203,0.056857828,0.011532311,-0.098199457
8.26E-08,0.095249027,0.064243019,0.004886933,-0.099596187
8.26E-08,0.097311005,0.063818283,0.001865951,-0.100231141
8.27E-08,0.095727183,0.062926449,-0.004399482,-0.092072695
8.28E-08,0.094897479,0.058607258,-0.007681682,-0.087798819
8.28E-08,0.087256104,0.050754879,-0.012831305,-0.07233993
8.29E-08,0.082671769,0.04320975,-0.015920745,-0.063065596
8.29E-08,0.069039099,0.03126194,-0.019486921,-0.043487694
8.30E-08,0.059710994,0.022061937,-0.021927062,-0.030091582
8.30E-08,0.041005176,0.009324058,-0.023669077,-0.009795642
8.31E-08,0.026457952,0.000368192,-0.025023816,0.005988195
8.31E-08,0.004986622,-0.010508169,-0.024918906,0.024017125
8.32E-08,-0.013958991,-0.01770086,-0.024826339,0.039925274
8.32E-08,-0.034696981,-0.025372995,-0.023067361,0.053564973
8.33E-08,-0.055434972,-0.030133411,-0.021308383,0.067204677
8.33E-08,-0.071648084,-0.034596343,-0.018287249,0.075361401
8.34E-08,-0.090020299,-0.037120335,-0.01486379,0.084604353
8.34E-08,-0.098834328,-0.039199241,-0.011123369,0.087152809
8.35E-08,-0.110166259,-0.040104322,-0.006314422,0.090429284
8.35E-08,-0.11058566,-0.040758021,-0.002463317,0.088009842
8.36E-08,-0.111198597,-0.040434148,0.003164927,0.084473915
8.36E-08,-0.104360491,-0.040229619,0.006566102,0.078234881
8.37E-08,-0.092962414,-0.038372733,0.01223534,0.067835368
8.37E-08,-0.081602722,-0.037351355,0.014738198,0.059195887
8.38E-08,-0.059918072,-0.032973532,0.019515937,0.042703878
8.38E-08,-0.047329817,-0.030888619,0.020882212,0.033165097
8.39E-08,-0.01963892,-0.022848565,0.02388766,0.012182248
8.39E-08,-0.008588979,-0.019559776,0.024125734,0.003154897
8.40E-08,0.019652411,-0.007417073,0.024734203,-0.019917166
8.40E-08,0.027611965,-0.00319278,0.024061225,-0.027286192
8.41E-08,0.051486332,0.012033655,0.02204266,-0.049389295
8.41E-08,0.05609056,0.016474299,0.020800605,-0.054362532
8.42E-08,0.072537072,0.032101754,0.016363928,-0.072127156
8.42E-08,0.0744185,0.035851695,0.014920603,-0.074493669
8.43E-08,0.082572043,0.04811427,0.008665677,-0.084749416
8.44E-08,0.082673296,0.05047328,0.007331153,-0.084826447
8.44E-08,0.083219856,0.055737119,0.000127257,-0.085242257
8.45E-08,0.082360782,0.056516886,-0.000893037,-0.083767556
8.45E-08,0.076346353,0.05263263,-0.008036198,-0.073443063
8.46E-08,0.075089253,0.052216522,-0.008670351,-0.071356542
8.46E-08,0.062936403,0.039437193,-0.014800945,-0.051185347
8.47E-08,0.0616914,0.038554974,-0.015091093,-0.049359992
8.48E-08,0.043035168,0.019590698,-0.019438937,-0.022007212
8.48E-08,0.042212304,0.0189586,-0.019503007,-0.021022059
8.49E-08,0.01669997,-0.001874689,-0.021489449,0.009521945
8.50E-08,-0.013668222,-0.019560335,-0.020783624,0.037762247
8.50E-08,-0.014647773,-0.01994128,-0.020760857,0.038673162
8.51E-08,-0.045286756,-0.031371254,-0.017555788,0.059971936
8.51E-08,-0.047329061,-0.031720392,-0.017342148,0.061391652
8.52E-08,-0.072977744,-0.036783628,-0.012158538,0.073627174
8.52E-08,-0.075630665,-0.036812674,-0.011622382,0.07489273
8.53E-08,-0.091040581,-0.037083801,-0.005207484,0.077545911
8.53E-08,-0.093241826,-0.03672443,-0.00429114,0.077924907
8.54E-08,-0.095040917,-0.034298282,0.002455672,0.071833745
8.54E-08,-0.095374025,-0.033607945,0.003704882,0.070705935
8.55E-08,-0.083406508,-0.030017901,0.009863388,0.057658486
8.55E-08,-0.080644011,-0.028984204,0.011284974,0.054646704
8.56E-08,-0.058154449,-0.024678314,0.015983887,0.036968388
8.56E-08,-0.051857915,-0.023078782,0.01729947,0.032018889
8.57E-08,-0.024435416,-0.017593689,0.019924456,0.012258801
8.57E-08,-0.015296227,-0.015040113,0.020799294,0.00567329
8.58E-08,0.010966232,-0.007697891,0.02111754,-0.013629448
8.58E-08,0.021244347,-0.003901091,0.02124209,-0.021183796
8.59E-08,0.041600589,0.005378658,0.019428847,-0.037705299
8.59E-08,0.050852515,0.010253102,0.018604727,-0.045214336
8.60E-08,0.063000888,0.020490484,0.015173805,-0.057049569
8.60E-08,0.069364913,0.02560257,0.013376486,-0.063249558
8.61E-08,0.073506363,0.034896448,0.009044638,-0.0691512
8.61E-08,0.075991407,0.038811941,0.006445342,-0.072692439
8.62E-08,0.073975042,0.045011062,0.001971804,-0.072269656
8.62E-08,0.072595581,0.046138141,-0.001088689,-0.071980417
8.63E-08,0.066713706,0.0476989,-0.005032473,-0.065800354
8.63E-08,0.062138759,0.044916976,-0.008099965,-0.060993478
8.64E-08,0.054165062,0.041539021,-0.011066199,-0.050501026
8.64E-08,0.047129329,0.034752954,-0.013683509,-0.041242823
8.65E-08,0.037982721,0.027515523,-0.01546256,-0.028479924
8.65E-08,0.028834879,0.017870342,-0.01724185,-0.015715305
8.66E-08,0.018864835,0.008827903,-0.017816976,-0.002895921
8.67E-08,0.007565641,-0.001572941,-0.018468773,0.011632469
8.67E-08,-0.002850944,-0.010138575,-0.017967729,0.022562729
8.68E-08,-0.016243236,-0.018936686,-0.01732355,0.036615439
8.68E-08,-0.026243653,-0.025290115,-0.015973318,0.044327028
8.69E-08,-0.040861309,-0.030693857,-0.013999678,0.05559909
8.69E-08,-0.049077339,-0.034106974,-0.012087835,0.059542719
8.70E-08,-0.062769741,-0.035472594,-0.008901658,0.066114962
8.70E-08,-0.067752197,-0.036223754,-0.006744574,0.06647858
8.71E-08,-0.077263273,-0.034122124,-0.002626888,0.067172706
8.71E-08,-0.078115657,-0.033121452,-0.000535226,0.06468901
8.72E-08,-0.07999108,-0.028880047,0.004066884,0.059224345
8.72E-08,-0.076835603,-0.02714468,0.005826221,0.054903831
8.73E-08,-0.068772793,-0.022098094,0.01032165,0.043864131
8.73E-08,-0.062789619,-0.020342926,0.011544907,0.0387538
8.74E-08,-0.044836871,-0.015163752,0.015215341,0.023420054
8.74E-08,-0.037840012,-0.013653432,0.015817968,0.018424006
8.75E-08,-0.012849067,-0.008106746,0.017970394,0.000579438
8.75E-08,-0.006618439,-0.006775177,0.017998898,-0.003634004
8.76E-08,0.020373479,-5.90E-05,0.018122381,-0.021887198
8.76E-08,0.024684938,0.001232464,0.017733434,-0.024922732
8.77E-08,0.047970545,0.009705085,0.015632793,-0.041317239
8.77E-08,0.050111867,0.010960087,0.015042632,-0.043068551
8.78E-08,0.065102279,0.020777388,0.010911181,-0.055328682
8.78E-08,0.065574192,0.02182916,0.01033269,-0.055957392
8.79E-08,0.070136711,0.031231999,0.004739777,-0.06203581
8.79E-08,0.069787346,0.031880375,0.004325925,-0.06192939
8.80E-08,0.064546116,0.038111139,-0.001882749,-0.060332846
8.80E-08,0.064144425,0.038318802,-0.00207147,-0.060015995
8.81E-08,0.051691204,0.03859162,-0.00792222,-0.050192948
8.82E-08,0.035668366,0.031523671,-0.012417944,-0.033397812
8.82E-08,0.035151571,0.031087864,-0.012562947,-0.03285611
8.83E-08,0.018521797,0.018012723,-0.01511998,-0.012158784
8.83E-08,0.017412027,0.01691051,-0.015290621,-0.010777571
8.84E-08,0.00115723,0.000944486,-0.01584103,0.010512452
8.84E-08,-0.000524175,-0.000666561,-0.015897965,0.012714704
8.85E-08,-0.016278673,-0.015705319,-0.014630831,0.031344604
8.85E-08,-0.018528968,-0.017318416,-0.014449839,0.034005608
8.86E-08,-0.033446718,-0.028207697,-0.011727954,0.047397338
8.87E-08,-0.036210235,-0.029188445,-0.011223724,0.049878161
8.87E-08,-0.049012154,-0.034286551,-0.007507544,0.056572687
8.88E-08,-0.051966198,-0.034176342,-0.006650035,0.058117449
8.88E-08,-0.060466852,-0.033717103,-0.002446529,0.057923477
8.89E-08,-0.062847562,-0.032448646,-0.001269285,0.057869155
8.89E-08,-0.064767361,-0.028100595,0.002911924,0.0517154
8.90E-08,-0.065407231,-0.026004445,0.004305535,0.049664333
8.90E-08,-0.059500843,-0.019976884,0.007968324,0.039230846
8.91E-08,-0.057190083,-0.017571442,0.00940132,0.035148945
8.91E-08,-0.044101592,-0.011690891,0.012085731,0.022432253
8.92E-08,-0.038151577,-0.009375458,0.013306062,0.016651256
8.92E-08,-0.020514211,-0.004513598,0.014687938,0.003584594
8.93E-08,-0.011276541,-0.002345981,0.015411703,-0.003259144
8.93E-08,0.007017581,0.001595991,0.015367095,-0.01504287
8.94E-08,0.017991684,0.003885573,0.015340337,-0.02211158
8.95E-08,0.033049051,0.007511156,0.013977912,-0.031389646
8.95E-08,0.043352,0.01025229,0.013045678,-0.037738129
8.96E-08,0.05251053,0.014047533,0.010688207,-0.043723635
8.96E-08,0.059632976,0.017251767,0.008854838,-0.048378471
8.97E-08,0.062135022,0.021143118,0.005972928,-0.050705347
8.97E-08,0.064342745,0.024235807,0.003430024,-0.052758507
8.98E-08,0.06125113,0.027534647,0.000539882,-0.051485978
8.98E-08,0.058159515,0.02938085,-0.002350259,-0.050213452
8.99E-08,0.051627707,0.031111682,-0.004788998,-0.045828849
8.99E-08,0.044226054,0.030391807,-0.007552503,-0.040860347
9.00E-08,0.03653305,0.029798876,-0.009251827,-0.034247022
9.00E-08,0.02664238,0.025610512,-0.011436598,-0.02574447
9.01E-08,0.019427663,0.022585442,-0.012291081,-0.018068189
9.01E-08,0.008883631,0.015007642,-0.013539876,-0.006849598
9.02E-08,0.00287216,0.010222208,-0.01360317,0.000632551
9.02E-08,-0.007148041,0.000541919,-0.013708672,0.013104147
9.03E-08,-0.011939029,-0.00478271,-0.013145076,0.01928501
9.03E-08,-0.021084607,-0.014359282,-0.012069222,0.031083737
9.04E-08,-0.0248807,-0.018920071,-0.011096166,0.035215709
9.04E-08,-0.033231121,-0.02597468,-0.008955696,0.044304974
9.05E-08,-0.036105521,-0.028860372,-0.007793817,0.046128489
9.05E-08,-0.043451905,-0.031619318,-0.004824292,0.050789014
9.06E-08,-0.045208972,-0.03257912,-0.003664336,0.050528668
9.07E-08,-0.050479226,-0.030552089,-0.000185095,0.049747776
9.07E-08,-0.050828282,-0.029960925,0.000828837,0.047982987
9.08E-08,-0.052075133,-0.024070255,0.004450648,0.041679084
9.08E-08,-0.050939627,-0.022656739,0.005220219,0.039145019
9.09E-08,-0.046018694,-0.014799365,0.008555308,0.028163165
9.09E-08,-0.043740127,-0.013287804,0.009030958,0.025551638
9.10E-08,-0.031440206,-0.005504221,0.011598562,0.01145435
9.10E-08,-0.028736612,-0.00435119,0.011790341,0.009274197
9.11E-08,-0.009808533,0.002002951,0.013133001,-0.005989233
9.11E-08,-0.007483379,0.002683646,0.01310883,-0.007481003
9.12E-08,0.014994779,0.007363991,0.012875162,-0.021902515
9.12E-08,0.016410932,0.00768675,0.012744583,-0.022687079
